0.094385,-0.019952,-0.366105,-0.435229,-0.00198,0.412814,0.189061,0.212899,1.238846,-0.706742,-0.442524,-0.726678,-1.081411,-0.869066,-0.178388,0.129559,0.134127,0.180114,0.217624,0.124874,0.127804,0.14843,0.117365,0.163794,0.369851,0.489303,0.469635,0.331433,0.239364,0.195032,0,0
0.062067,-0.047037,-0.359273,-0.253955,0.131109,0.47907,0.352877,0.512463,1.157513,-0.539833,-0.77734,-1.10112,-1.23218,-0.640691,0.075072,0.219473,0.234527,0.298997,0.289338,0.229834,0.259024,0.189179,0.088573,0.060305,0.15087,0.298147,0.334625,0.310019,0.218453,0.171033,0.096944,0
0.027096,-0.023726,-0.230263,-0.149492,0.257421,0.497581,0.248961,0.191355,0.969795,-0.085816,-0.858226,-0.724119,-1.227326,-0.773407,-0.063793,0.202257,0.198062,0.270552,0.301669,0.246398,0.281074,0.28645,0.204307,0.119078,0.170688,0.307176,0.422174,0.361799,0.264889,0.167751,0.098371,0
0.046938,-0.02663,-0.27157,-0.313718,0.088181,0.519823,0.406852,0.355221,1.092185,-0.38863,-0.814344,-0.795844,-1.165002,-0.876682,-0.141189,0.092067,0.078022,0.165636,0.238633,0.168867,0.229951,0.25731,0.195712,0.194332,0.263448,0.355707,0.377973,0.300963,0.231168,0.219549,0.161023,0
0.071335,-0.171387,-0.494722,-0.206474,0.252832,0.328761,0.048487,0.572153,0.347063,-1.225335,0.323307,-1.245501,-0.864584,-0.150366,0.201319,0.164348,0.251427,0.271403,0.18627,0.206049,0.236883,0.109482,0.014281,0.050902,0.242394,0.394326,0.342646,0.206274,0.144722,0.111059,0,0
0.032246,-0.024176,-0.329067,-0.478731,-0.027986,0.353982,0.365539,0.280732,0.86708,-0.175652,-0.522717,-0.153939,-1.042211,-0.859661,-0.166972,0.096348,0.08868,0.149401,0.195439,0.192139,0.224695,0.204526,0.157527,0.104534,0.161598,0.2973,0.42769,0.434693,0.337469,0.219551,0.173103,0.077071
-0.019583,-0.088196,-0.188202,-0.008121,0.307905,0.384889,0.074943,0.737001,1.246444,-0.471099,-0.233858,-1.119991,-1.050313,-0.504153,0.061905,0.146568,0.11681,0.191293,0.154301,0.12692,0.186787,0.174999,0.130578,0.171418,0.296776,0.37268,0.371008,0.289119,0.23866,0.185961,0,0
-0.033085,-0.088687,-0.301656,-0.20214,0.156163,0.45379,0.282565,0.505676,0.936765,-0.697619,-0.255303,-1.415044,-1.132857,-0.485387,0.15036,0.20321,0.157492,0.272,0.303642,0.27849,0.301519,0.230743,0.150467,0.097299,0.174573,0.344445,0.42678,0.391259,0.317265,0.212224,0.103559,0
0.055467,-0.08957,-0.271577,-0.058914,0.412284,0.600655,0.564344,0.988519,0.958724,-1.294468,-0.219917,-1.473623,-1.085151,-0.400386,0.020489,0.046241,0.079146,0.179168,0.08234,0.086926,0.171072,0.111574,0.138433,0.257012,0.359429,0.340146,0.22774,0.168799,0.151102,0.116392,0,0
0.023447,-0.037097,-0.259649,-0.320993,0.087749,0.603736,0.651663,0.548373,1.168782,0.517586,-1.369766,-0.621317,-1.410179,-0.963066,-0.294095,0.045525,0.103814,0.168204,0.224122,0.117254,0.178155,0.233006,0.14779,0.13293,0.197162,0.334102,0.437622,0.38283,0.279051,0.217995,0.172629,0.133209
0.005977,-0.279417,-0.428833,-0.099661,0.21535,0.11881,0.184882,0.918714,0.00969,-0.569205,-0.007027,-1.03551,-0.939605,-0.26634,0.128586,0.105017,0.120087,0.190361,0.083514,0.071226,0.120327,0.141707,0.115616,0.211001,0.359269,0.448411,0.415823,0.31849,0.242235,0.181374,0.114208,0
0.088372,-0.105602,-0.199406,0.076574,0.418491,0.466881,0.543952,1.152521,0.413598,-1.276146,-0.293638,-1.304952,-0.924208,-0.252115,0.094829,0.128433,0.144365,0.218317,0.183359,0.173102,0.193992,0.160794,0.152845,0.193052,0.328473,0.456448,0.441866,0.348353,0.23204,0.170918,0.05679,0
-0.02011,-0.256959,-0.483203,-0.177152,0.265268,0.288154,0.21951,1.362663,-0.518939,-0.385937,-0.780844,-1.091313,-0.841123,-0.082886,0.170642,0.052727,0.194421,0.245868,0.206774,0.211473,0.183319,0.153061,0.204792,0.286754,0.33355,0.316864,0.277941,0.229216,0.180268,0.113331,0,0
0.054898,-0.118063,-0.396217,-0.187935,0.120488,0.320735,0.043415,0.327172,0.438992,-1.621603,0.186696,-1.285274,-0.800515,-0.248338,0.22699,0.203808,0.208084,0.283041,0.253737,0.247413,0.259014,0.221821,0.184648,0.166674,0.230961,0.370792,0.366764,0.225457,0.099178,-0.002045,-0.14226,0
0.009359,-0.127128,-0.232711,-0.042488,0.242643,0.300863,-0.143162,0.368706,0.976775,-0.871101,-0.137286,-1.037158,-0.878314,-0.40459,0.186951,0.215128,0.164632,0.186827,0.166611,0.158615,0.195698,0.131549,0.089754,0.081804,0.172862,0.328238,0.388668,0.354429,0.265334,0.207441,0.134693,0
0.023675,-0.049481,-0.215917,-0.121202,0.31184,0.528868,0.228344,0.482357,0.975057,-1.064837,-0.282943,-1.450881,-0.964148,-0.3469,0.298835,0.259067,0.209049,0.323643,0.270391,0.233612,0.289626,0.233489,0.163651,0.118813,0.200493,0.36731,0.377921,0.294919,0.247226,0.186845,0.096183,0
0.047828,-0.2423,-0.303708,-0.04668,0.227781,0.194435,0.417991,1.094373,-0.724191,-0.834333,-0.67146,-1.057968,-0.677729,0.073732,0.223792,0.190811,0.309704,0.301966,0.222077,0.202548,0.132293,0.107721,0.061621,0.131189,0.315656,0.393016,0.372025,0.290223,0.217001,0.139912,0,0
0.078386,-0.024997,-0.304692,-0.109085,0.31011,0.515737,0.404416,0.524531,1.083262,-0.98711,-0.769422,-1.409088,-1.138217,-0.552729,0.113695,0.243832,0.183964,0.251982,0.257457,0.215013,0.242224,0.214688,0.137415,0.0948,0.164253,0.320784,0.425647,0.391796,0.312985,0.219772,0.158438,0
0.048299,-0.110613,-0.297299,-0.051801,0.327513,0.405769,0.211302,0.631807,0.840068,-0.388363,-0.466796,-1.167343,-1.139622,-0.565303,0.090364,0.149081,0.131309,0.230594,0.20631,0.158389,0.181686,0.187739,0.12875,0.087585,0.202285,0.377127,0.454757,0.359021,0.227531,0.178936,0.139774,0
