-0.205282912,0.032850638,0.193667525,0.324047859,0.363815498,0.301117256,0.133585675,-0.026487213,-0.527305248,-0.69861162,0.163093027,0.834103917,0.366638217,-0.620435154,-1.066981266,-0.869708305,-0.344632177,-0.323649634,0.154231831,0.232511027,0.147118272,0.206157579,0.262180504,0.016812601,-0.275227415,-0.251064731,-0.23532652,-0.146085035,0.069139558,0.258862148,0.184007,0.223509472,0.245007417,0.224996968,0
-0.308910568,-0.049899963,0.148409961,0.249576328,0.329195783,0.420264765,0.352419318,0.264525829,0.049263815,0.002410697,0.911567272,0.815391536,-0.143833841,-0.745819476,-1.363072184,-0.92838283,-0.269481008,-0.128293343,0.20379763,0.238074905,0.197317812,0.071877218,0.016567681,-0.018625848,-0.107342522,-0.150020519,-0.15830661,-0.218196729,-0.236783331,-0.07919887,0.292676019,0.442536467,0.25850282,0.219034469,0
-0.080213925,0.093792665,0.268661191,0.299858976,0.25165685,0.293715127,0.120675746,-0.251242287,-0.668446133,-0.653036668,0.482543681,1.227894601,0.617681365,-0.642921349,-0.955058248,-0.714216774,-0.443622826,-0.391032744,0.032112946,0.137107712,0.046086765,0.119778361,0.012816741,-0.166340249,-0.382770709,-0.408247831,-0.254706492,-0.001216531,0.281027433,0.518407178,0.689239899,0.698392249,0.608710706,0.354987298,0.095466208
-0.323130331,-0.051167842,0.264134632,0.475486114,0.546114677,0.475522125,0.288652309,-0.067988221,-0.547929454,-0.080539008,1.144062338,0.364481418,-0.528715952,-1.206404152,-1.310108538,-0.566087089,-0.283186857,-0.112983776,0.00425531,0.011507983,-0.022627958,-0.02875403,-0.067420956,-0.016972689,-0.077417608,-0.03160272,-0.086655693,-0.087299909,0.029477976,0.419377203,0.674698133,0.603243474,0.51902211,0,0
-0.509772326,-0.280689868,-0.124143587,0.004568423,0.134158474,0.273848081,0.238707133,0.100753969,-0.599460141,-0.503872444,0.31278896,0.717448169,-0.164315497,-1.255973623,-1.357305833,-0.870815196,-0.48894777,-0.13030884,0.128855989,0.219653867,0.166395003,0.06928776,0.153720008,0.083106663,0.004952661,-0.036830406,0.052992412,-0.005577598,-0.016578759,0.31732816,0.701677647,0.683476653,0.499785063,0.297485002,0
-0.081388135,0.16119009,0.352506187,0.32332238,0.403217715,0.455853049,0.377292623,0.127967093,-0.413430494,-0.872507172,-0.289237631,1.100340405,0.62947452,-0.690923232,-0.865829272,-0.908870499,-0.389081429,-0.670956846,-0.225052609,0.02021208,0.202067629,0.29717021,0.342191146,0.13287355,-0.068364319,-0.206489912,-0.226962576,-0.282679199,-0.282824383,-0.009697808,0.151333079,0.20806959,0.462483401,0.51263345,0
-0.180793798,0.091132045,0.250169213,0.26433781,0.251669901,0.359026879,0.211308385,0.041632666,-0.31918466,-0.323363422,0.840444436,0.84855191,0.0143382,-1.374175263,-1.596825523,-1.054921762,-0.610824792,-0.25844988,0.244471848,0.453512873,0.370788733,0.351147564,0.230041801,0.054148568,-0.156863474,-0.145600931,-0.20761503,-0.213823538,-0.153463195,0.211644283,0.480408045,0.67001751,0.636725335,0,0
-0.379641147,0.033422529,0.269526961,0.386563553,0.335827097,0.351249821,0.301287915,0.14924674,-0.070881167,-0.535158951,-0.461924072,0.644096928,0.998452074,-0.019855985,-0.891559009,-1.111064058,-0.722767737,-0.442375847,-0.435972171,0.050961458,0.191013221,0.170971623,0.295796941,0.228077776,-0.017455958,-0.172977982,-0.227222771,-0.181839033,-0.176625283,0.151258859,0.436212831,0.388220836,0.312225746,0.285135913,0.27025303
-0.26060484,-0.074966108,0.062639822,0.151384841,0.184192445,0.148496619,0.214963107,-0.099635151,-0.280682736,0.278825597,0.983781984,0.115522659,-0.974396635,-1.39696076,-1.374840265,-0.466849883,0.063887978,0.270793164,0.427079964,0.283532676,0.168170162,-0.03888593,-0.164043821,-0.251277958,-0.227706832,-0.077961741,0.076048901,0.209761305,0.41169032,0.576386186,0.49464359,0.453255524,0.386329584,0.209103545,0
-0.17442871,-0.191097469,-0.263978735,-0.154887381,0.0636095,0.007588561,-0.089005502,-0.251770244,-0.401310374,0.0622497,1.512486998,1.208828465,-0.585664706,-1.246093462,-1.274057761,-0.472041258,-0.296314893,0.031252288,0.227504659,0.25612308,0.16423364,0.26194183,0.146779757,-0.086773165,-0.380327371,-0.36698696,-0.252691409,0.026692927,0.26190087,0.37740795,0.470356349,0.396316235,0.36978069,0.281463528,0
