1.771003,2.120569,0.28997,-3.214106,-3.341778,-1.603205,-0.041793,-0.419598,-0.784933,-1.001901,-1.18825,-0.989559,-0.777054,-0.471375,-0.219015,-0.129454,0.111784,0.501151,0.801464,0.994692,1.003092,0.660767,0.30527,-0.035345,-0.35353,-0.592106,-0.678212,-0.5441,-0.333937,-0.133059,0.010732,0.180241,0.305269,0.297402,0.268702,0.106325,-0.252647,-0.498498,-0.288371,-0.144002,0.025323,0.247688,0.573774,0
0.176546,-1.22044,-2.223078,-0.958493,1.136661,2.749476,2.024751,1.453094,0.346799,0.114058,0.049967,0.139043,0.416726,0.650102,0.706543,0.714521,0.530917,0.311061,0.021588,-0.241282,-0.378155,-0.361375,-0.374196,-0.269737,-0.2539,-0.117822,-0.013264,0.026533,0.086321,0.23824,0.305619,0.344308,0.437484,0.465115,0.291669,0.085717,-0.068625,-0.045343,-0.018682,0.10608,0.19741,0.104337,-0.373505,-0.416652
0.365767,1.553763,1.680139,-0.093917,-2.596497,-2.886095,-1.392452,0.042018,0.031232,-0.161959,-0.453588,-0.668346,-0.72834,-0.735806,-0.626536,-0.387582,-0.103841,0.091075,0.23434,0.281838,0.457082,0.643551,0.651683,0.539024,0.387482,0.159366,-0.124587,-0.330506,-0.466866,-0.558516,-0.593057,-0.565566,-0.573907,-0.483159,-0.235037,-0.108311,0.024247,0.064051,0.092163,0.174521,0.265316,0.458279,0.687236,0.03397
1.891986,1.542347,1.415143,0.945735,0.378178,0.199673,0.13014,0.194043,0.264037,0.25373,0.029363,-0.167054,-0.329644,-0.298826,-0.224791,-0.141899,-0.090136,-0.058003,-0.030548,0.138328,0.298696,0.382047,0.404017,0.344383,0.268174,0.138265,0.009094,-0.113898,-0.079167,-0.001695,0.027556,-0.001627,0.005066,-0.000694,0.090464,0.164318,0.145796,0.023023,-0.253833,-0.128122,0.155815,0.981799,0,0
2.570057,0.206054,-3.516676,-4.27407,-1.891851,0.798332,0.537738,0.200304,-0.106652,-0.402212,-0.766513,-0.733344,-0.736075,-0.544083,-0.368375,-0.173996,-0.050253,0.218292,0.355624,0.400175,0.669156,0.810412,0.674561,0.366944,0.059877,-0.204005,-0.424479,-0.540705,-0.565901,-0.513564,-0.402148,-0.298265,-0.254252,-0.263992,-0.285471,-0.239517,-0.252701,-0.130998,0.191546,0.117639,0.621013,0.27675,-1.251447,0
-1.372306,0.27231,1.153147,2.396101,1.263305,0.796986,0.596187,0.181065,0.122229,0.074667,0.365669,0.602884,0.595115,0.429475,0.236361,0.0028,-0.202583,-0.330314,-0.340401,-0.18371,-0.105766,-0.186726,-0.237284,-0.192636,-0.052851,0.054085,0.172299,0.272953,0.31712,0.285195,0.224617,0.223258,0.196566,0.059069,-0.050809,-0.02967,0.083279,0.192403,0.256617,0.200071,-0.018878,-0.454462,-0.242293,0.190222
1.952072,0.384782,-2.913121,-3.677581,-2.241428,0.04591,-0.41859,-0.746342,-0.586114,-0.626225,-0.6403,-0.41763,-0.163506,0.120396,0.280913,0.373997,0.408657,0.495486,0.563795,0.623908,0.637216,0.495005,0.163124,-0.288132,-0.607759,-0.831852,-0.962418,-0.953334,-0.76916,-0.428809,-0.174944,-0.134106,-0.191451,-0.155982,-0.050899,-0.052664,0.110624,0.43268,0.718892,0.912274,0.892095,1.011149,-0.401212,0
-1.893128,-1.284645,-0.416325,1.675051,1.470684,1.391969,0.577927,0.023678,0.015739,0.090947,0.209637,0.555374,0.734572,0.701837,0.631692,0.397934,0.082298,-0.253076,-0.381634,-0.431316,-0.31838,-0.211097,-0.231864,-0.178361,-0.037174,0.002879,0.029484,0.123944,0.230402,0.321964,0.284684,0.242452,0.221596,0.1054,-0.051348,-0.150976,-0.195691,-0.025934,0.099541,0.308679,0.239488,0.056202,0.252758,0.565457
1.420304,1.219347,-0.995591,-3.273087,-2.741484,-0.345665,0.639162,0.093533,-0.438275,-0.735818,-1.018248,-0.895631,-0.85152,-0.78661,-0.542857,-0.276186,0.058878,0.451763,0.718647,0.995328,0.925216,0.780291,0.648018,0.454597,0.204345,-0.048616,-0.299916,-0.421784,-0.440985,-0.441015,-0.43988,-0.379883,-0.262909,-0.102692,0.015647,0.047527,0.011259,-0.059749,-0.141691,-0.115013,-0.001928,0.064767,0.184224,0.297235
-2.522611,-1.373476,0.396168,3.418803,2.33514,1.391575,0.763306,0.211792,0.409598,0.413092,0.330473,0.553335,0.572851,0.411029,0.265132,0.007369,-0.158033,-0.244905,-0.284336,-0.21993,-0.20468,-0.307501,-0.221355,-0.020269,0.111629,0.229322,0.33119,0.329337,0.244359,0.154952,0.102935,0.058387,0.069547,-0.016763,-0.080435,-0.07008,-0.004566,0.167477,0.413307,0.283411,-0.097794,0.020212,0,0
