-0.42041016,-0.42041016
-0.025878906,-0.22314453
0.16210938,-0.09472656
0.15039062,-0.033447266
0.23632812,0.020507812
0.21826172,0.053466797
0.15722656,0.06828962
0.140625,0.07733154
0.15722656,0.08620877
0.20214844,0.097802736
0.34716797,0.120472305
0.24316406,0.18079723
-0.11621094,0.17258523
-0.19189453,0.14040305
-0.32910156,0.09681285
0.609375,0.1307262
3.024414,0.38583097
1.3066406,0.49032316
3.1269531,0.7618075
11.634766,1.8052201
15.999512,3.2413442
9.128418,4.0396395
-0.09814453,4.0086117
1.1137695,4.120428
7.5390625,4.823242
7.73584,5.556419
4.684082,5.9268465
5.0371094,6.109819
4.8759766,6.4343038
3.9082031,6.5053267
3.0166016,5.721857
2.0219727,4.451172
1.3193359,3.7412553
0.9086914,3.8327858
0.31640625,3.7602983
0.0029296875,3.0751953
-0.13964844,2.3592417
-0.21484375,1.913885
-0.3334961,1.4256481
-0.50927734,0.93607956
-0.9399414,0.49533913
-1.375,0.096102625
-1.4536133,-0.21985973
-1.28125,-0.45627663
-0.86865234,-0.61785334
-0.34814453,-0.67826706
-0.13769531,-0.6910511
0.11279297,-0.6681019
0.30078125,-0.6212269
0.38330078,-0.5560636
0.30371094,-0.48215553
0.2133789,-0.37730825
0.27490234,-0.22731711
0.27978516,-0.06973544
0.27783203,0.07199929
0.036132812,0.15425248
-0.34277344,0.15474077
-0.34570312,0.13583097
-0.1743164,0.10973012
0.56933594,0.13414417
0.47265625,0.1422674
-0.27294922,0.08984375
4.147949,0.44753197
12.878418,1.5933061
15.999512,3.0223722
9.833496,3.891069
0.11816406,3.8985262
1.1782227,4.0367985
6.42041,4.6519
5.36084,5.155096
6.418457,5.6868343
7.150879,6.2939453
4.699707,6.746005
3.2485352,6.66424
2.415039,5.7130237
1.6958008,4.4126863
1.1875,3.6266868
0.35888672,3.6485708
0.21923828,3.5613902
0.30517578,3.0054598
-0.18457031,2.5013316
-0.71484375,1.8528498
-0.9086914,1.1201615
-1.0498047,0.5974787
-1.4711914,0.16841264
