0.870088,0.637977,0.277634,-0.072475,-0.403374,-0.705573,-0.788691,-0.635281,-0.469016,-0.269559,-0.110238,0.01697,0.073225,0.066935,0.056395,0.057001,-0.038804,-0.115487,-0.147954,0.069697,0.19704,0.226633,0.350518,-0.440358,-1.547358,-1.107028,0.02926,3.314661,1.942488,1.256031,0.939182,0.150875,0.092514,0.06871,0.218019,0.348472,0.276418,0.229772,0.142479,0.013931,-0.069336,-0.043243,-0.001795,0.024504,0,0,0
0.02385,-0.111577,-0.170108,-0.075897,0.05727,0.161658,0.338264,0.370912,0.302248,0.200413,0.067563,-0.037404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.053919,-0.103213,-0.158319,-0.063944,0.065554,0.264162,0.512911,0.428388,0.19023,-0.05483,0.135483,0.171843,1.770641,2.123123,0.297635,-3.202642,-3.330566,-1.598932,-0.041136,-0.415286,-0.780123,-0.997083,-1.182775,-0.985892,-0.774576,-0.469317,-0.21748,-0.128375,0.112383,0.501322,0.801304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.994274,1.002476,0.660178,0.304621,-0.036026,-0.354488,-0.593008,-0.678924,-0.544565,-0.334138,-0.133028,0.010852,0.18046,0.305523,0.297649,0.268964,0.106706,-0.252183,-0.497912,-0.288038,-0.14375,0.025526,0.248381,0.57537,0.178431,-1.219248,-2.221545,-0.952115,1.148921,2.757212,2.024772,1.453223,0.351923,0.119497,0.053857,0.143829,0.42122,0.653813,0.709539,0.716878,0.532437,0.311996,0.022295,-0.241015,0,0,0
-0.378205,-0.361582,-0.374416,-0.270022,-0.25425,-0.118313,-0.014079,0.025565,0.085286,0.237451,0.305281,0.344285,0.437571,0.465328,0.29196,0.085903,-0.068533,-0.045241,-0.018453,0.10655,0.197879,0.104501,-0.373402,-0.41605,-0.335973,0.366812,1.553432,1.682818,-0.085472,-2.586104,-2.877145,-1.388753,0.043065,0.035377,-0.157197,-0.449888,-0.663823,-0.723958,-0.7321,-0.623744,-0.385639,-0.102435,0.09213,0.235179,0.282242,0,0
0.457059,0.64328,0.65121,0.538388,0.386737,0.15828,-0.125674,-0.331426,-0.46756,-0.558921,-0.593205,-0.565545,-0.573831,-0.483032,-0.234752,-0.107964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.024441,0.064217,0.092242,0.1747,0.265675,0.459711,0.6893,0.036199,-1.137101,-0.463148,0.47983,1.903766,1.548866,1.41529,0.947309,0.384241,0.20519,0.133862,0.197909,0.267323,0.256171,0.031087,-0.165883,-0.32847,-0.297916,-0.224324,-0.141537,-0.08983,-0.05783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.030694,0.13778,0.297781,0.380931,0.402838,0.343435,0.267732,0.138121,0.009191,-0.113672,-0.078902,-0.00142,0.027734,-0.001493,0.005242,-0.000444,0.090784,0.164682,0.146043,0.022981,-0.254233,-0.127435,0.157143,0.981704,2.570142,0.211599,-3.504402,-4.262857,-1.886108,0.798274,0.539797,0.205719,-0.102653,-0.397809,-0.76103,-0.729036,-0.733392,-0.54229,-0.367163,-0.173291,-0.050005,0.218147,0.355315,0,0,0,0
0.3997,0.66843,0.809462,0.673477,0.365951,0.059073,-0.204531,-0.424733,-0.540749,-0.56589,-0.513482,-0.402086,-0.298248,-0.254287,-0.263964,-0.285231,-0.239182,-0.252336,-0.130802,0.192163,0.11867,0.622945,0.278984,-1.250229,-1.371543,0.276705,1.161973,2.405748,1.268866,0.798795,0.598977,0.184539,0.125881,0.079134,0.370401,0.607123,0.598431,0.431909,0.237928,0.0039,-0.201878,-0.329973,-0.340432,0,0,0,0
-0.183926,-0.105793,-0.186831,-0.237512,-0.193049,-0.053611,0.053142,0.171389,0.272198,0.316723,0.285166,0.224645,0.223421,0.196811,0.05928,-0.050719,-0.029621,0.083376,0.192709,0.257161,0.200416,-0.018769,-0.45413,-0.240901,0.191817,1.062661,1.953752,0.391504,-2.902262,-3.66625,-2.23557,0.047409,-0.414486,-0.741739,-0.581688,-0.621416,-0.636141,-0.414311,-0.160972,0.121874,0.281593,0.374235,0.408504,0.494963,0,0,0
0.563177,0.623055,0.636134,0.494089,0.162258,-0.288885,-0.608395,-0.83224,-0.962618,-0.953347,-0.76919,-0.4289,-0.174984,-0.134107,-0.191419,-0.155972,-0.050847,-0.052621,0.110776,0.433073,0.719535,0.912953,0.893891,1.0129,-0.400252,-1.892512,-1.280515,-0.405759,1.684533,1.473712,1.391633,0.58187,0.029412,0.019955,0.095705,0.214277,0.559565,0.738132,0.704586,0.633745,0.399345,0.083207,-0.252546,0,0,0,0
-0.381481,-0.431267,-0.318253,-0.210987,-0.231904,-0.178518,-0.037714,0.001857,0.028367,0.123032,0.229699,0.321622,0.284683,0.242573,0.221796,0.105664,-0.051143,-0.150953,-0.195731,-0.025756,0.099718,0.309053,0.239939,0.056946,0.254323,0.566476,1.420017,1.219796,-0.989367,-3.262445,-2.72971,-0.34072,0.63869,0.096998,-0.432062,-0.731245,-1.012736,-0.891523,-0.848652,-0.784076,-0.540883,-0.274898,0.059514,0.451983,0.718689,0.995166,0
0.924899,0.779868,0.647332,0.453787,0.203386,-0.049547,-0.300675,-0.422428,-0.441378,-0.441141,-0.439836,-0.379818,-0.262871,-0.102587,0.015803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.047822,0.011659,-0.059283,-0.141244,-0.114648,-0.001739,0.064717,0.184251,0.298243,0.558193,-1.311637,-2.522061,-1.369586,0.408348,3.430063,2.339816,1.390253,0.765634,0.218769,0.414479,0.416536,0.335323,0.557457,0.575472,0.412639,0.266126,0.008073,-0.157464,-0.244751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.284376,-0.220035,-0.20471,-0.307568,-0.221457,-0.020624,0.110888,0.228399,0.330331,0.328639,0.244021,0.15488,0.103012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
