"x","y","z","interval_no"
-1.2325148652067743,-0.02816140842377904,-0.15140423935896852,1
-1.3180282299849853,0.008590703385886024,-0.18796647109801995,1
-1.3579936919765752,0.020633124108305104,-0.10233268591691273,1
-1.355430655902593,-0.06788407874050041,0.08059697380392354,1
-1.322036278976858,-0.21279942468257318,0.19351830726154257,1
-1.1697549550004191,-0.2626653239281319,0.15196941268944625,1
-0.8668595838656841,-0.24654872415975668,0.14703584404698988,1
-0.2280357603525156,-0.00801765631796874,-0.9732878668519837,1
0.02487242519540489,-0.06899015538665342,-1.0801065003931631,1
0.07146265519614481,0.6493161638441958,0.1799827255198049,1
0.9319587978693249,-0.24585330057039853,-0.12557861980253637,1
1.7221517243995002,-0.69558922899411,0.6220695364016741,1
2.555422670649481,-0.8364248310451977,0.16514214467782617,1
2.444021015169314,-0.5198959412972708,-0.07805242544898572,1
1.5329132813221231,0.24176094571280676,-0.1173884748453562,1
1.2051232887590388,0.4821749347216134,-0.16881828859723014,1
0.7542605855555027,0.50072014530843,0.014625862696782899,1
0.7557837321019971,0.2833028559652147,0.06627901375244599,1
0.8961192828423266,0.11114208737877183,0.08625076416976224,1
0.70873056827637,0.028109789498840358,0.13455035168868407,1
0.5087099049793224,-0.04258893050203063,0.06784186932729858,1
0.3922273085092727,-0.05320970267846622,0.10401175703513527,1
0.24136125516451457,-0.05877402005916185,0.1397152823232497,1
0.0433484015123371,-0.09927991634131625,0.10408096760512289,1
-0.21397348908302405,-0.13735294920769117,0.06567586186263377,1
-0.44401919729440087,-0.0731679307193601,0.13467749619265587,1
-0.5899025480686604,-0.07872075089432194,0.13225092608171743,1
-0.6990013831706501,-0.06034368418249805,0.15124265969870465,1
-0.8224688886487008,-0.05752245408372982,0.095727738628387,1
-0.9329263010577319,-0.03914453202010402,0.12299880509584604,1
-1.057223944350909,-0.04001812658171436,0.09003275276127444,1
-1.208281259407894,-0.008998316815232483,0.018490498449462378,1
-1.2826269028879458,0.009545404333904281,-0.01524382085888236,1
-1.2924976726671988,-0.010981733661842559,-0.07190656993854444,1
-1.2580776261964872,-0.14461722107632005,-0.1208866824393634,1
-1.2074241590035235,-0.2253776441038205,-0.0876644167241869,1
-1.113299079600048,-0.20442939121226134,-0.018745629368722302,1
-1.003228237715643,-0.10397932969473482,0.12710615647823736,1
-1.0006185624383959,0.027988849892822965,0.04542097545670074,1
-0.9091763460013245,0.13159206915273083,-0.3256351016405958,1
-0.3221028277797022,0.11529631862736804,-1.1531734419568676,1
-0.058652976229444986,-0.2615463909982087,-0.19974438176039871,1
0.14793800015399539,0.16483022897414443,-0.27206950822444975,1
1.0386981678615816,0.31519019484650695,0.3721809643981084,1
2.066621870960762,0.7899681705963391,0.30102255103671305,1
3.0614642280017432,0.7906482430949447,0.28175441813656554,1
3.0690311298633985,0.061395949242114556,0.335834431352941,1
2.0520359359302427,-0.40463739256720954,-0.027983561489527187,1
1.201877557238174,-0.755858411526542,-0.06977311737367475,1
0.7149071845828026,-0.639134565200829,0.07249576292534304,1
0.7215383585809554,-0.3611661751878328,0.09814766895908766,1
0.6931225591243539,-0.10784361035483096,0.08243668671983828,1
0.6861980110902572,-0.04831818653836652,0.15314237236283967,1
0.5351588147477304,0.12742569240278748,0.2440382829764778,1
0.38164617549672863,0.1352598022076593,0.1832902929415826,1
0.20567921691108748,0.14711068775368988,0.20839385827464882,1
0.00938140913589014,0.15689923723052918,0.16295688177360693,1
-0.27795814414178677,0.14170055922444177,0.09904839797725692,1
-0.5843150663386874,0.16126662642675932,0.10742022447216294,1
-0.8225319839793034,0.11342938632984441,0.07461324165702396,1
-0.9995420148730076,0.05117855974732957,0.041362098491289516,1
-1.1202482971210963,0.010633165932117074,-0.08160538129511181,1
-1.2490856880866132,0.0363609102806657,-0.2085776698986555,1
-1.3502723387254745,0.02604264866199351,-0.1721440149268912,1
-1.3739392250344225,0.02706910188006167,-0.04644192611046586,1
-1.32058764308613,0.017950856193845854,-0.08553232471923941,1
-1.2844462499680656,-0.008625401228202738,-0.2079753325507528,1
-1.289237143092006,-0.05401492314127963,-0.18993806197948077,1
-1.295815573148454,-0.033243362964159306,-0.15722659419760815,1
-1.2447895371428044,0.02911966664936611,-0.021412450833331605,1
-1.0661406109116816,0.02400960796697585,0.11653190454472412,1
-0.7982457942241427,-0.0790699092705113,0.3612808429693847,1
-0.5539534557050911,-0.16465653547868012,0.1559264314959693,1
-0.10060428644759023,0.13355879501023343,-1.5143693580471538,1
-0.250801248483668,0.026542498484582053,-0.3797087428909613,1
-0.09610594917687187,0.983095824822442,0.34268336282537165,1
1.1410692397899722,-0.2742735717205541,-0.3814695065943511,1
2.26634239429885,-0.46257502499942127,0.9644961021399936,1
3.8601661867277284,-1.0007137619694848,0.5714695540116478,1
3.4882454404775713,-0.7191908938959353,0.6263254834404082,1
2.0147583587877924,0.027936263487361005,0.6406438009317444,1
0.9733062415751406,0.1044060877145191,0.31408001860999213,1
0.6784341132006193,0.2895745150178436,0.6040733556086162,1
0.9439115759444439,-0.025926534014095417,0.4774219529194263,1
0.754411709911954,-0.09115253446693394,0.4189257772119322,1
0.5965945563297037,-0.11050672790422211,0.30227792425624067,1
0.40088707439173166,-0.04619034593484847,0.33994625758366614,1
0.19540049850504615,-0.03793563515571157,0.2605763948215544,1
-0.07986620969418434,0.029251249941768233,0.19343543638735605,1
-0.3290844718901277,0.16778124747362583,0.19211469883756388,1
-0.4336669289417492,0.25482620227888,0.15065436808440236,1
-0.44921849516955026,0.22929368699104538,0.06579655621854796,1
-0.5616431502304693,0.3718938363528969,0.13473216244052547,1
-0.7325117204530971,0.3004017813432586,0.04246993967272008,1
-0.9607598236699539,0.12601484536413815,-0.14398948960223254,1
-1.188522070270613,0.058991017314252256,-0.1685564729501846,1
-1.4133625705726538,-0.11187006021373391,-0.3044801975096279,1
-1.5990186415951382,-0.3259696697682373,-0.29175641197557506,1
-1.710877464786504,-0.4452405007093482,-0.2856723807652535,1
-1.6695537433344345,-0.45848450013770203,-0.26068329663739026,1
-1.5014160160389958,-0.39226935181907,-0.20105630176644385,1
-1.3001055562226451,-0.28855300615490287,-0.17243937452243543,1
-1.1204437121478856,-0.2581674790932484,-0.09010474343100236,1
-0.9902434796994952,-0.22036047281405843,-0.00023608420380701219,1
-0.8603076678418351,-0.1560746474499077,-0.22594766647292974,1
-0.49891335127256087,0.48792859199654215,-0.4294903795548214,1
-0.09289185168688419,0.05362019642205599,-0.4752216291300603,1
