6.519043,4.7725306
6.4194336,4.489886
3.725586,4.270368
4.6279297,4.4085517
3.8789062,4.317871
3.993164,4.250837
4.2436523,4.1626673
4.5405273,3.9910715
4.8828125,3.6879883
4.692871,3.2693918
3.993164,2.8009906
3.409668,2.3481445
3.3759766,1.9206194
3.0424805,1.4672852
2.4189453,1.0440848
1.9526367,0.6572963
1.4140625,0.27671596
0.8232422,-0.106515065
0.4169922,-0.43115234
0.20263672,-0.6695731
0.080078125,-0.83154297
-0.28857422,-0.9299665
-0.7114258,-0.921317
-1.2685547,-0.780413
-1.4492188,-0.5094866
-1.2519531,-0.15171596
-0.93115234,0.2875279
-0.6088867,0.72398156
-0.22802734,1.465332
0.27490234,2.4552176
0.6279297,3.1288364
1.0551758,3.6341379
1.8227539,4.132673
2.1240234,4.514579
4.5805664,4.79555
6.701172,4.6964984
4.9902344,4.356864
4.165039,4.307896
4.544922,4.3489814
4.4960938,4.239188
4.0908203,4.043457
3.887207,3.8637695
4.3237305,3.6577847
4.647461,3.3217773
4.4526367,2.8976703
3.7763672,2.4591238
3.1259766,2.0464566
2.8330078,1.6394392
2.4453125,1.2300502
1.9716797,0.82610214
1.6787109,0.46930805
1.3828125,0.12374442
0.8876953,-0.18401228
0.27685547,-0.40834263
-0.032714844,-0.55726844
-0.38232422,-0.68540734
-0.5258789,-0.75341797
-0.7402344,-0.73800224
-0.7714844,-0.5719866
-0.6826172,-0.27685547
-0.765625,0.07756697
-0.9296875,0.6691546
-0.85839844,1.6235352
-0.41796875,2.8245676
0.421875,3.8510742
1.2944336,4.492606
1.7983398,4.8246374
3.3754883,5.09654
5.7509766,5.1698523
7.548828,4.9463587
6.767578,4.479632
4.9125977,4.0994
3.6186523,3.9371512
3.7016602,3.9174106
3.8886719,3.856236
4.1865234,3.7449777
4.2817383,3.5606863
4.105957,3.2700195
3.7768555,2.8944614
3.4804688,2.4430106
3.2734375,1.9321986
3.1098633,1.3966936
2.8964844,0.86404854
2.2470703,0.35428292
1.4770508,-0.04582868
0.6166992,-0.3288923
-0.095214844,-0.46993583
-0.47509766,-0.48486328
-0.61865234,-0.43896484
-0.671875,-0.3904855
-0.55371094,-0.35337612
-0.50439453,-0.31382534
-0.37060547,-0.24511719
-0.19970703,-0.18756975
-0.1538086,-0.06187221
-0.27929688,0.09702846
-0.41210938,0.44663784
-0.27685547,1.2414201
-0.0234375,2.5822406
0.032226562,3.504255
0.6801758,4.1219306
0.9584961,4.6555524
2.1679688,5.1939874
5.151367,5.488421
9.108887,5.26988
6.430664,4.533761
4.355957,4.2563477
4.4155273,4.2430243
4.727539,4.1060967
4.229004,3.851423
3.621582,3.6255581
3.9560547,3.4387555
4.4887695,3.1713867
4.2626953,2.8041992
3.4570312,2.4018555
2.9448242,2.0161133
2.6479492,1.601981
2.3139648,1.1784319
2.0844727,0.7686942
1.918457,0.32101005
1.4462891,-0.17919922
0.75683594,-0.60700333
0.045898438,-0.85512
-0.31689453,-0.9431501
-0.5541992,-0.9469169
-1.0493164,-0.89564735
-1.5830078,-0.7370257
-1.5483398,-0.47405133
-0.97998047,-0.128697
-0.5703125,0.21958706
-0.34326172,0.5740792
-0.1953125,1.139509
0.061035156,2.0666852
0.2578125,2.9682617
0.8691406,3.5965402
1.4580078,4.119908
1.9111328,4.5662665
3.614746,4.891671
6.294922,5.0350866
6.3720703,4.755511
4.6557617,4.421247
4.532715,4.3280554
4.5825195,4.225307
4.188965,4.0595007
4.6186523,3.9250836
4.3378906,3.7225168
4.0322266,3.516741
4.003418,3.267648
3.8134766,2.896345
3.421875,2.48012
3.2480469,2.029855
3.2006836,1.5989816
2.897461,1.1134905
2.2885742,0.61188614
1.4042969,0.12241908
0.89990234,-0.27720425
0.27001953,-0.5724749
0.2319336,-0.7260045
-0.1977539,-0.8321708
-0.61376953,-0.83907646
