"Interval_no","Peaks_Index","Peaks_value"
1,"Rpeaks[0]",101
1,"Rpeaks[1]",138
1,"Rpeaks[2]",177
1,"Rpeaks[3]",213
1,"Rpeaks[4]",249
1,"Rpeaks[5]",286
1,"Rpeaks[6]",326
1,"Rpeaks[7]",361
1,"Rpeaks[8]",399
1,"Rpeaks[9]",436
1,"Rpeaks[10]",473
1,"Rpeaks[11]",509
1,"Rpeaks[12]",548
1,"Rpeaks[13]",586
1,"Rpeaks[14]",621
1,"Rpeaks[15]",659
1,"Rpeaks[16]",696
1,"Rpeaks[17]",734
1,"Rpeaks[18]",770
1,"Rpeaks[19]",810
1,"Rpeaks[20]",844
1,"Rpeaks[21]",883
1,"Rpeaks[22]",919
1,"Rpeaks[23]",955
1,"Rpeaks[24]",993
1,"Rpeaks[25]",1030
1,"Rpeaks[26]",1068
1,"Rpeaks[27]",1105
1,"Rpeaks[28]",1142
1,"Rpeaks[29]",1180
1,"Rpeaks[30]",1216
1,"Rpeaks[31]",1253
1,"Rpeaks[32]",1291
1,"Rpeaks[33]",1333
1,"Rpeaks[34]",1366
1,"Rpeaks[35]",1403
1,"Rpeaks[36]",1441
1,"Rpeaks[37]",1482
1,"Rpeaks[38]",1515
1,"Rpeaks[39]",1552
1,"Rpeaks[40]",1591
1,"Rpeaks[41]",1628
1,"Rpeaks[42]",1665
1,"Rpeaks[43]",1703
1,"Rpeaks[44]",1739
1,"Rpeaks[45]",1775
1,"Rpeaks[46]",1814
1,"Rpeaks[47]",1849
1,"Rpeaks[48]",1888
1,"Rpeaks[49]",1926
1,"Rpeaks[50]",1963
1,"Rpeaks[51]",2000
1,"Rpeaks[52]",2037
1,"Rpeaks[53]",2074
1,"Rpeaks[54]",2111
1,"Rpeaks[55]",2150
1,"Rpeaks[56]",2187
1,"Rpeaks[57]",2226
1,"Rpeaks[58]",2263
1,"Rpeaks[59]",2301
1,"Rpeaks[60]",2337
1,"Rpeaks[61]",2373
1,"Rpeaks[62]",2411
1,"Rpeaks[63]",2450
1,"Rpeaks[64]",2484
1,"Rpeaks[65]",2523
1,"Rpeaks[66]",2560
1,"Rpeaks[67]",2598
1,"Rpeaks[68]",2635
1,"Rpeaks[69]",2672
1,"Rpeaks[70]",2711
1,"Rpeaks[71]",2748
1,"Rpeaks[72]",2784
1,"Rpeaks[73]",2824
1,"Rpeaks[74]",2861
1,"Rpeaks[75]",2898
1,"Rpeaks[76]",2936
