"x","y","z","interval_no"
-1.3009606692518392,-0.2692648104664902,-0.08612734821484438,1
-1.2525996765771978,-0.3385848102511402,-0.10114698558391148,1
-1.0888321319159378,-0.4192124205223504,-0.13059074707401866,1
-0.8758870329297648,-0.29830961844347315,-0.24226609003697336,1
-0.7923447361211147,-0.1745326538559065,-0.33714800919315574,1
-0.84700983810674,-0.024212002469197136,-0.30048208947764043,1
-0.938761589136338,0.184646200334672,-0.21330458527542248,1
-0.8823786577580097,0.4557858753475235,-0.22293405739560368,1
-0.7155241198008196,0.47260507512798133,-0.21354512239328266,1
-0.33952952653711754,0.15620269553651275,-0.6149856356307046,1
-0.15016837526412719,0.15057669278108443,-1.0538657079224338,1
-0.08204707757146945,-0.0945704927234031,-0.7747154411898037,1
0.3413027084531508,0.1179695698779332,-0.6684407935087453,1
0.31906165699489564,0.8766716937526089,-0.06779068302488983,1
0.3866091368782636,0.212519938765278,0.2402749602498571,1
1.25717228253518,-0.6655467816250832,0.25228819599722846,1
1.5756438764182141,-0.9817067907814783,0.6021347524128507,1
1.6490296337660493,-0.9418497103259938,0.5395357669250052,1
1.6092932857085673,-0.7821847741853378,0.30965401190172087,1
1.114539958152511,-0.4209946439441358,0.20974694537425648,1
0.9518477838772277,-0.13028870230804554,0.12028461933003948,1
0.9041459220801726,0.0818168407467149,0.28937801315208417,1
0.9069356316084285,0.2132976076302499,0.4721003461041015,1
0.9441701190121465,0.22787122362913867,0.5020209045186093,1
0.9331705450794521,0.09259487793088009,0.5233762566240152,1
0.8896555070810195,-0.11792874537134132,0.638392886925662,1
0.928596644949961,-0.37303492375297354,0.7059438504633283,1
0.86193272764933,-0.5070073862484334,0.5811992528453968,1
0.6575902870496422,-0.46881166076642694,0.5994884070121124,1
0.4912744255384198,-0.4909038581725515,0.671593689266133,1
0.34511031979663565,-0.43655604526771247,0.5455738751128464,1
0.059846623837221724,-0.3455411125223261,0.34277264735846624,1
-0.22831920485815926,-0.25225504476909855,0.23805555247143473,1
-0.4628255385224832,-0.09495682011033828,0.017195478416609344,1
-0.788932939325942,-0.032505806891873504,-0.08737604216628737,1
-1.0115052246410987,-0.07490124651894965,-0.24605491609034888,1
-1.1908803480949233,-0.03127876411045635,-0.26279424562939746,1
-1.3299598620573805,0.05323513068933639,-0.2850466006585548,1
-1.4405702640160436,0.1291176052773302,-0.27910277217855717,1
-1.439303181582528,0.14643361797042087,-0.11262401364946194,1
-1.3264507103640182,0.1923473133353249,-0.03194218977349158,1
-1.1156077098444324,0.35181883483572757,-0.13439825125452332,1
-0.893811386965596,0.44353833698115797,-0.2751478987703205,1
