"Interval_no","Peaks_Index","Peaks_value"
1,"Rpeaks[0]",82
1,"Rpeaks[1]",119
1,"Rpeaks[2]",157
1,"Rpeaks[3]",195
1,"Rpeaks[4]",231
1,"Rpeaks[5]",268
1,"Rpeaks[6]",306
1,"Rpeaks[7]",344
1,"Rpeaks[8]",381
1,"Rpeaks[9]",418
1,"Rpeaks[10]",455
1,"Rpeaks[11]",493
1,"Rpeaks[12]",530
1,"Rpeaks[13]",567
1,"Rpeaks[14]",606
1,"Rpeaks[15]",643
1,"Rpeaks[16]",680
1,"Rpeaks[17]",717
1,"Rpeaks[18]",755
1,"Rpeaks[19]",791
1,"Rpeaks[20]",829
1,"Rpeaks[21]",868
1,"Rpeaks[22]",904
1,"Rpeaks[23]",941
1,"Rpeaks[24]",978
1,"Rpeaks[25]",1016
1,"Rpeaks[26]",1053
1,"Rpeaks[27]",1090
1,"Rpeaks[28]",1127
1,"Rpeaks[29]",1164
1,"Rpeaks[30]",1201
1,"Rpeaks[31]",1239
1,"Rpeaks[32]",1277
1,"Rpeaks[33]",1313
1,"Rpeaks[34]",1350
1,"Rpeaks[35]",1388
1,"Rpeaks[36]",1424
1,"Rpeaks[37]",1461
1,"Rpeaks[38]",1498
1,"Rpeaks[39]",1536
1,"Rpeaks[40]",1573
1,"Rpeaks[41]",1611
1,"Rpeaks[42]",1648
1,"Rpeaks[43]",1687
1,"Rpeaks[44]",1723
1,"Rpeaks[45]",1760
1,"Rpeaks[46]",1797
1,"Rpeaks[47]",1835
1,"Rpeaks[48]",1874
1,"Rpeaks[49]",1910
1,"Rpeaks[50]",1947
1,"Rpeaks[51]",1986
1,"Rpeaks[52]",2023
1,"Rpeaks[53]",2060
1,"Rpeaks[54]",2097
1,"Rpeaks[55]",2135
1,"Rpeaks[56]",2172
1,"Rpeaks[57]",2210
1,"Rpeaks[58]",2247
1,"Rpeaks[59]",2284
1,"Rpeaks[60]",2322
1,"Rpeaks[61]",2360
1,"Rpeaks[62]",2397
1,"Rpeaks[63]",2434
1,"Rpeaks[64]",2471
1,"Rpeaks[65]",2509
1,"Rpeaks[66]",2546
1,"Rpeaks[67]",2584
1,"Rpeaks[68]",2621
1,"Rpeaks[69]",2658
1,"Rpeaks[70]",2696
1,"Rpeaks[71]",2733
1,"Rpeaks[72]",2771
1,"Rpeaks[73]",2808
1,"Rpeaks[74]",2846
1,"Rpeaks[75]",2882
1,"Rpeaks[76]",2919
