"x","y","z","interval_no","runtype","packet_no"
-1.117409,0.27911,-0.475103,1
-1.132835,0.401835,-0.422128,1
-1.2520801,0.464871,-0.305783,1
-1.30215,0.449562,-0.218071,1
-1.2556931,0.40157,-0.173887,1
-1.159649,0.323297,-0.259086,1
-0.96048605,0.237077,-0.211229,1
-0.74926406,0.24115,-0.496385,1
-0.5714841,0.259435,-0.851159,1
-0.52865106,0.156517,-0.911222,1
-0.16429603,0.34675,-0.753981,1
0.353356,0.346063,-0.231835,1
0.5491049,-0.247907,0.132635,1
0.6421089,-0.804762,0.071337,1
1.0013599,-1.1155,0.28312,1
1.3692689,-1.295475,0.290351,1
1.771991,-1.133041,0.450485,1
2.038681,-1.028518,0.539588,1
1.4547329,-0.805822,0.307663,1
0.85901594,-0.413911,0.13484,1
0.63004494,-0.455218,0.097925,1
0.664912,-0.469438,0.221765,1
1.0329409,-0.509528,0.346655,1
1.1910179,-0.590842,0.485643,1
1.145479,-0.554481,0.523834,1
1.0828478,-0.57684,0.62095,1
0.961164,-0.592856,0.575564,1
0.774189,-0.540565,0.531923,1
0.56330395,-0.445441,0.446532,1
0.34872794,-0.304991,0.419812,1
0.18391597,-0.143112,0.31107,1
-0.02840507,0.07797,0.285586,1
-0.24456805,0.263318,0.194771,1
-0.46255904,0.399486,0.087504,1
-0.67321503,0.430609,-0.004897,1
-0.902894,0.367698,-0.132131,1
-1.164226,0.352045,-0.125094,1
-1.3565221,0.350368,-0.077725,1
-1.467511,0.440455,-0.146268,1
-1.5774171,0.468817,-0.20569,1
-1.522209,0.360979,-0.339716,1
-1.248666,0.183615,-0.437861,1
-1.107272,-0.001156,-0.38304,1
-1.0115911,-0.047225,-0.474301,1
-1.1150911,-0.050822,-0.367441,1
-1.22735,-0.064938,-0.28412,1
-1.0308341,-0.225522,-0.640015,1
-0.83494204,-0.417429,-0.754332,1
-0.53625906,-0.563055,-1.368011,1
-0.28545505,-0.49239,-1.557876,1
-0.5409061,-1.041819,-0.999963,1
-0.33336604,-1.370214,0.425997,1
0.16089594,-0.500354,0.880028,1
1.0326519,0.425458,0.21547,1
1.32535,1.007495,-0.309769,1
1.136754,1.59412,-0.141461,1
1.293716,1.887846,-0.133927,1
1.495192,1.4833,-0.072252,1
1.845504,0.873968,0.007694,1
1.4659278,0.592981,0.079103,1
1.053541,0.581459,0.033543,1
0.9552269,0.291267,0.32724,1
0.867587,0.11877,0.244613,1
0.526948,0.265621,0.24659,1
0.687858,0.254079,0.289427,1
0.862661,0.301284,0.425123,1
0.9282119,0.299797,0.526853,1
0.8611039,0.28137,0.525935,1
0.742965,0.243786,0.505024,1
0.641817,0.175432,0.459758,1
0.492952,0.147931,0.361358,1
0.3011309,0.164523,0.26671,1
0.10579491,0.193954,0.163081,1
-0.089359045,0.190339,0.101468,1
-0.32776105,0.080136,-0.023141,1
-0.59440106,-0.002008,-0.198922,1
-0.87774706,-0.009683,-0.290352,1
-1.044052,-0.042335,-0.304236,1
-1.1622651,-0.095295,-0.194793,1
-1.160652,-0.188174,-0.289734,1
-1.22405,-0.232478,-0.435763,1
-1.371286,-0.426629,-0.443989,1
-1.3871751,-0.420446,-0.277275,1
-1.1667961,-0.172014,-0.246367,1
-1.12864,0.171161,-0.29358,1
-1.085149,0.401194,-0.262063,1
-1.091897,0.571625,-0.230664,1
-1.1399701,0.675373,-0.053821,1
-1.082494,0.631777,-0.002575,1
-0.927847,0.509848,-0.313804,1
-0.79835904,0.438712,-0.366642,1
-0.44211203,0.486941,-0.903866,1
-0.42772508,0.40165,-0.804565,1
-0.31916708,0.19931,-0.767965,1
-0.21214807,0.385738,-0.144158,1
0.4505409,0.046775,0.118039,1
1.2401469,-1.011038,0.11751,1
1.2821031,-1.545576,0.154207,1
1.3796029,-1.731198,0.149889,1
2.151581,-1.640846,0.427645,1
2.2234728,-1.332346,0.397221,1
1.033268,-0.808912,0.21537,1
0.96574295,-0.422721,0.151252,1
1.160907,-0.244258,0.342721,1
0.85210896,-0.318675,0.298681,1
0.88559496,-0.456857,0.388583,1
1.004808,-0.546389,0.495664,1
1.0623529,-0.66529,0.585551,1
1.039232,-0.580467,0.665007,1
0.90222394,-0.494775,0.667554,1
0.84182096,-0.408744,0.617414,1
0.66289794,-0.260939,0.54136,1
0.40149498,-0.153491,0.428421,1
0.16826594,0.066621,0.257536,1
-0.04183507,0.283543,0.218197,1
-0.23344505,0.403703,0.130635,1
-0.42236805,0.417952,0.046607,1
-0.656255,0.322698,-0.087442,1
-0.86421305,0.277617,-0.198274,1
-1.1116091,0.221691,-0.066947,1
-1.2267821,0.247074,0.015633,1
-1.370502,0.402732,-0.232755,1
-1.582715,0.445297,-0.390167,1
-1.655621,0.30865,-0.433344,1
-1.500556,0.163211,-0.444946,1
-1.211665,-0.079383,-0.439378,1
-0.9305531,-0.308368,-0.474214,1
-0.96856403,-0.330614,-0.475328,1
-1.236963,-0.270962,-0.27935,1
-1.280217,-0.335723,-0.259859,1
-1.194108,-0.510003,-0.240288,1
-0.89344305,-0.569708,-0.489882,1
-0.80837804,-0.506184,-1.049661,1
-0.44680703,-0.377563,-1.153368,1
-0.16004705,-0.251084,-0.790508,1
-0.06937808,-0.332071,-0.024967,1
0.2562549,-0.290287,0.018844,1
1.111701,0.364417,0.254508,1
1.6472919,1.033055,0.172231,1
1.7571759,1.371099,0.263397,1
1.415364,1.468939,0.098224,1
1.2896109,1.03686,0.211239,1
0.94690394,0.870125,0.084068,1
0.7840719,0.601068,0.044566,1
0.740893,0.387609,0.195237,1
0.70039797,0.115093,0.213663,1
0.7076529,-0.024756,0.322508,1
1.181592,0.096097,0.542818,1
1.20468,0.180221,0.646828,1
1.1357269,0.299438,0.698337,1
1.099879,0.361625,0.735257,1
0.99938893,0.396889,0.707776,1
0.890705,0.409186,0.655352,1
0.72989595,0.37182,0.529509,1
0.5618869,0.288587,0.38797,1
0.30153,0.165222,0.255827,1
0.055827975,0.000278,0.221958,1
-0.17112106,-0.174958,0.081418,1
-0.46905607,-0.297888,0.002342,1
-0.72762704,-0.358303,-0.216405,1
-0.95471704,-0.373948,-0.321104,1
-1.010897,-0.395236,-0.296617,1
-1.128391,-0.39479,-0.401272,1
-1.2474,-0.394556,-0.553349,1
-1.469513,-0.459282,-0.491883,1
-1.3906181,-0.317298,-0.488891,1
-1.236243,-0.053383,-0.473311,1
-1.21773,0.287098,-0.484482,1
-1.0909021,0.484298,-0.403152,1
-1.1864941,0.550068,-0.269168,1
-1.165349,0.541914,-0.148169,1
-1.153447,0.571436,-0.08884,1
-1.0634791,0.535366,-0.21759,1
-0.82187706,0.44073,-0.291631,1
-0.53641105,0.463106,-0.90097,1
-0.42954606,0.408808,-1.094563,1
-0.47225803,0.416898,-1.05667,1
0.045493007,0.674854,-0.459254,1
0.642486,0.151606,0.0365,1
0.70171595,-0.672877,0.151247,1
0.719208,-1.353118,0.015801,1
0.8621,-1.599233,0.049141,1
1.4756899,-1.459192,0.156883,1
2.001723,-1.08461,0.302583,1
1.477726,-0.754628,0.166123,1
1.153769,-0.454644,0.088096,1
0.8966899,-0.33292,0.110025,1
0.768731,-0.390593,0.123232,1
0.89576495,-0.390055,0.244074,1
1.160192,-0.496926,0.364538,1
1.1804519,-0.561977,0.425774,1
1.106242,-0.514535,0.509335,1
1.08233,-0.56314,0.566358,1
0.8540939,-0.538515,0.526064,1
0.680498,-0.461278,0.487095,1
0.49792993,-0.380555,0.38432,1
0.25210094,-0.231417,0.301198,1
0.060253978,-0.037938,0.230675,1
-0.20700306,0.131953,0.194022,1
-0.41310006,0.250654,0.119062,1
-0.64212805,0.327822,0.030012,1
-0.84949803,0.256979,-0.052024,1
