"Interval_no","Peaks_Index","Peaks_value"
1,"Rpeaks[0]",97
1,"Rpeaks[1]",142
1,"Rpeaks[2]",184
1,"Rpeaks[3]",227
1,"Rpeaks[4]",270
1,"Rpeaks[5]",312
1,"Rpeaks[6]",353
1,"Rpeaks[7]",395
1,"Rpeaks[8]",438
1,"Rpeaks[9]",483
1,"Rpeaks[10]",523
1,"Rpeaks[11]",567
1,"Rpeaks[12]",610
1,"Rpeaks[13]",652
1,"Rpeaks[14]",691
1,"Rpeaks[15]",736
1,"Rpeaks[16]",778
1,"Rpeaks[17]",821
1,"Rpeaks[18]",863
1,"Rpeaks[19]",904
1,"Rpeaks[20]",949
1,"Rpeaks[21]",989
1,"Rpeaks[22]",1031
1,"Rpeaks[23]",1073
1,"Rpeaks[24]",1115
1,"Rpeaks[25]",1154
1,"Rpeaks[26]",1198
1,"Rpeaks[27]",1241
1,"Rpeaks[28]",1282
1,"Rpeaks[29]",1324
1,"Rpeaks[30]",1335
1,"Rpeaks[31]",1368
1,"Rpeaks[32]",1409
1,"Rpeaks[33]",1455
1,"Rpeaks[34]",1498
1,"Rpeaks[35]",1539
1,"Rpeaks[36]",1580
1,"Rpeaks[37]",1625
1,"Rpeaks[38]",1667
1,"Rpeaks[39]",1708
1,"Rpeaks[40]",1750
1,"Rpeaks[41]",1793
1,"Rpeaks[42]",1834
1,"Rpeaks[43]",1877
1,"Rpeaks[44]",1920
1,"Rpeaks[45]",1963
1,"Rpeaks[46]",2005
1,"Rpeaks[47]",2048
1,"Rpeaks[48]",2090
1,"Rpeaks[49]",2132
1,"Rpeaks[50]",2173
1,"Rpeaks[51]",2217
1,"Rpeaks[52]",2261
1,"Rpeaks[53]",2302
1,"Rpeaks[54]",2344
1,"Rpeaks[55]",2388
1,"Rpeaks[56]",2431
1,"Rpeaks[57]",2473
1,"Rpeaks[58]",2515
1,"Rpeaks[59]",2558
1,"Rpeaks[60]",2601
1,"Rpeaks[61]",2643
1,"Rpeaks[62]",2686
1,"Rpeaks[63]",2729
1,"Rpeaks[64]",2771
1,"Rpeaks[65]",2813
1,"Rpeaks[66]",2854
1,"Rpeaks[67]",2897
1,"Rpeaks[68]",2939
