-1,-0.236875,-0.201499,-0.072956,0.037126,0.127448,0.223125,0.411303,0.437987,0.357688,0.232612,0.125593,-0.002429,-0.128938,-0.179544,-0.183386,-0.185323,-0.150177,-0.120646,-0.108362,0.346536,1.03646,0.414017,-0.028726,-0.872804,-1.380733,-1.422467,-1.474353,-0.799661,-0.368892,-0.079775,-0.035667,-0.027244,-0.330078,-0.50183,-0.699333,-0.758831,-0.701198,-0.61049,-0.294418,0.033702,0.221131,0.291305,0.258974,0.180554
-1,0.168997,0.180529,0.19581,0.205562,0.155391,0.058133,-0.063536,-0.121762,-0.159611,-0.167021,-0.094376,-0.067963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,0.146407,0.056286,-0.029483,-0.157759,-0.247885,-0.311808,-0.311026,-0.296655,-0.239121,-0.108639,0.019341,0.107707,0.149179,0.094053,0.107946,0.307401,0.247484,-1.287233,-1.228034,0.04003,0.661626,1.677989,2.307721,1.986931,1.239505,0.737914,0.074228,-0.223237,-0.047021,0.11782,0.344346,0.455043,0.534719,0.503862,0.511765,0.548143,0.545102,0.441832,0.343911,0.171225,0.05582,-0.097363,-0.174872,-0.223198
-1,-0.07662,-0.052631,-0.027909,-0.087191,-0.149449,-0.129811,0.512588,1.311129,0.587504,-0.223674,-1.135468,-1.569387,-1.449344,-1.900605,-0.849894,-0.46109,-0.262932,-0.345539,-0.28437,-0.44356,-0.662905,-0.802226,-0.768096,-0.580414,-0.297999,-0.034004,0.219282,0.330652,0.307368,0.198599,0.16627,0.143878,0.108595,0.181407,0.296721,0.315488,0,0,0,0,0,0,0,0
-1,-0.006184,0.121041,0.186333,0.257386,0.286232,0.288811,0.231308,0.198562,0.107586,0.016108,-0.005939,-0.055123,-0.010137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,-0.106456,-0.226279,-0.342119,-0.425867,-0.447292,-0.401416,-0.418782,-0.377384,-0.303897,-0.17499,-0.250237,-0.124134,-0.120678,-0.397297,0.094392,0.692189,1.325012,1.415634,1.470933,1.509942,1.11079,0.331904,-0.037188,-0.30446,-0.293334,-0.14451,0.075221,0.332084,0.475649,0.512433,0.530669,0.451889,0.30805,0.12628,-0.04112,-0.192624,-0.26897,-0.38215,-0.339079,-0.432835,-0.281253,-0.021931,0.169665,0.276082
-1,0.231853,0.176065,0.107488,0.01296,-0.124845,-0.243895,-0.265493,-0.220413,-0.136738,-0.148449,-0.190391,-0.2098,-0.20901,-0.347489,-0.119201,-0.406376,-1.456375,-0.46738,0.435024,0.84782,1.368397,1.7769,1.725732,1.445011,0.815228,0.262117,-0.154665,-0.206266,0.1093,0.346721,0.550528,0.592913,0.603356,0.507528,0.381038,0.28267,0.168169,0.126314,0.045663,-0.079796,-0.227129,-0.083994,-0.115345,-0.235228
-1,0.132382,0.05121,-0.082604,-0.188704,-0.283429,-0.301061,-0.300723,-0.30035,-0.227672,-0.055755,0.103951,0.188527,0.230901,0.230924,0.240759,0.506497,0.259652,-1.654245,-1.109967,0.186613,0.507974,1.390813,1.824598,1.715543,1.237814,0.460726,0.097399,0.081122,0.059178,0.0516,0.134636,0.287381,0.351366,0.4231,0.49981,0.492706,0.420674,0.335619,0.219948,0.047482,-0.130121,-0.19322,-0.159038,-0.104085
-1,0.221567,0.171342,0.040505,-0.134538,-0.306227,-0.414977,-0.450228,-0.390747,-0.212873,-0.096038,-0.038377,-0.031116,0.056793,0.143403,0.406231,0.131553,-0.931305,-0.874494,0.005041,0.257581,1.027133,1.495416,1.470967,1.141433,0.709597,0.080889,-0.164572,-0.145529,0.130525,0.302896,0.437404,0.513636,0.640182,0.638023,0.561464,0.425819,0.264318,0.099454,-0.059055,-0.231408,-0.292038,-0.323951,-0.297414,-0.263402
-1,-0.064412,0.035607,0.03927,-0.087542,-0.023367,0.208403,0.735191,1.137459,0.364461,-0.039772,-1.02087,-1.830526,-1.809792,-1.298128,-0.554713,-0.399734,-0.268994,-0.231666,-0.321807,-0.437775,-0.603367,-0.703137,-0.698168,-0.478258,-0.162794,0.074777,0.222563,0.266848,0.373905,0.414113,0.313359,0.142082,0.038691,-0.016943,0,0,0,0,0,0,0,0,0,0
