"x","y","z","interval_no","pause/unpause","data_sample_no","packet_no","App_Interval_no","RunType"
4.7626953,0.35205078,2.041504,1,0,1,1,1,4
4.680176,-0.3540039,2.0332031,1,0,2,1,1,4
4.640625,-0.9658203,1.871582,1,0,3,1,1,4
4.5478516,-1.472168,1.9135742,1,0,4,1,1,4
4.159668,-1.6430664,1.8134766,1,0,5,1,1,4
3.6220703,-1.5664062,1.878418,1,0,6,1,1,4
2.8798828,-1.3662109,1.8837891,1,0,7,1,1,4
2.1547852,-0.97753906,1.8969727,1,0,8,1,1,4
1.7626953,-0.5415039,1.6582031,1,0,9,1,1,4
1.2583008,-0.09765625,1.5541992,1,0,10,1,1,4
0.76708984,0.27929688,1.4492188,1,0,11,1,1,4
0.4428711,0.6479492,1.4316406,1,0,12,1,1,4
0.16455078,0.84716797,1.3808594,1,0,13,1,1,4
-0.06738281,0.76220703,1.4213867,1,0,14,1,1,4
-0.09326172,0.5361328,1.6694336,1,0,15,1,1,4
-0.08935547,0.3955078,1.8286133,1,0,16,1,1,4
-0.22167969,0.35009766,1.9472656,1,0,17,1,1,4
-0.5073242,0.1772461,2.0917969,1,0,18,1,1,4
-0.86376953,0.1430664,1.8833008,1,0,19,2,1,4
-0.8442383,0.21582031,1.487793,1,0,20,2,1,4
-0.6435547,0.28710938,1.21875,1,0,21,2,1,4
-0.5957031,-0.083496094,0.98876953,1,0,22,2,1,4
-0.33544922,-0.453125,1.0097656,1,0,23,2,1,4
-0.29296875,-0.65185547,1.0546875,1,0,24,2,1,4
-0.22607422,-0.60498047,1.1582031,1,0,25,2,1,4
-0.16210938,-0.47558594,1.1860352,1,0,26,2,1,4
-0.03515625,-0.25390625,1.2128906,1,0,27,2,1,4
-0.009277344,-0.07470703,1.2983398,1,0,28,2,1,4
-0.021972656,-0.0126953125,1.340332,1,0,29,2,1,4
0.05029297,-0.16357422,1.2973633,1,0,30,2,1,4
0.19677734,-0.2133789,2.1171875,1,0,31,2,1,4
0.29833984,-0.15966797,2.9047852,1,0,32,2,1,4
0.2529297,-0.40478516,4.069824,1,0,33,2,1,4
0.14111328,-0.47070312,4.4174805,1,0,34,2,1,4
0.87939453,-1.2363281,3.1547852,1,0,35,2,1,4
2.6972656,-1.7041016,2.0029297,1,0,36,2,1,4
3.7504883,-0.21191406,2.6606445,1,0,37,3,1,4
3.7802734,0.91552734,2.8769531,1,0,38,3,1,4
4.560547,2.2543945,2.5239258,1,0,39,3,1,4
6.3945312,2.8256836,2.4667969,1,0,40,3,1,4
7.7646484,3.2416992,2.7963867,1,0,41,3,1,4
7.362793,2.5424805,2.6142578,1,0,42,3,1,4
4.320801,1.284668,2.741211,1,0,43,3,1,4
3.538086,0.43652344,2.4990234,1,0,44,3,1,4
4.102051,0.2241211,2.2895508,1,0,45,3,1,4
4.8515625,0.12646484,2.2861328,1,0,46,3,1,4
5.118164,0.10644531,2.1298828,1,0,47,3,1,4
