"Interval_no","Rotation Matrix"

1,0.811866,0.0516773,-0.5815523

1,-0.0516773,0.9985261,0.0165868

1,0.5815523,0.0165868,0.8133399


"RotationMatrix applied to GRAVITY VECTOR"
1.033054,0.,0.


1,0.8329114,0.0579204,-0.550367

1,-0.0579204,0.9981697,0.0173917

1,0.550367,0.0173917,0.8347417
