"x","y","z","interval_no","pause/unpause","data_sample_no","packet_no","App_Interval_no","RunType"
2.0336914,-0.13427734,1.5263672,1,0,1,1,1,4
2.0478516,-0.13427734,1.5097656,1,0,2,1,1,4
2.0405273,-0.12060547,1.5244141,1,0,3,1,1,4
2.0253906,-0.14013672,1.496582,1,0,4,1,1,4
2.024414,-0.13671875,1.487793,1,0,5,1,1,4
2.022461,-0.13476562,1.4863281,1,0,6,1,1,4
2.0195312,-0.16210938,1.4956055,1,0,7,1,1,4
2.0375977,-0.18896484,1.4741211,1,0,8,1,1,4
2.0083008,-0.17626953,1.4912109,1,0,9,1,1,4
2.0019531,-0.18457031,1.4794922,1,0,10,1,1,4
1.9765625,-0.19140625,1.4677734,1,0,11,1,1,4
1.9570312,-0.20361328,1.4609375,1,0,12,1,1,4
1.9418945,-0.21728516,1.4448242,1,0,13,1,1,4
1.9428711,-0.2265625,1.4350586,1,0,14,1,1,4
1.9433594,-0.234375,1.4155273,1,0,15,1,1,4
1.9248047,-0.22607422,1.4003906,1,0,16,1,1,4
1.925293,-0.21923828,1.3837891,1,0,17,1,1,4
1.9384766,-0.22802734,1.3598633,1,0,18,1,1,4
1.9428711,-0.23583984,1.3525391,1,0,19,2,1,4
1.9702148,-0.23242188,1.3417969,1,0,20,2,1,4
1.9902344,-0.21972656,1.3476562,1,0,21,2,1,4
2.010254,-0.2133789,1.3310547,1,0,22,2,1,4
2.025879,-0.21679688,1.3500977,1,0,23,2,1,4
2.008789,-0.21386719,1.34375,1,0,24,2,1,4
2.0117188,-0.18847656,1.3505859,1,0,25,2,1,4
1.9931641,-0.18554688,1.3730469,1,0,26,2,1,4
1.9956055,-0.1977539,1.3828125,1,0,27,2,1,4
2.0180664,-0.17285156,1.418457,1,0,28,2,1,4
2.0170898,-0.171875,1.4536133,1,0,29,2,1,4
2.0351562,-0.1616211,1.4638672,1,0,30,2,1,4
2.0131836,-0.1508789,1.4501953,1,0,31,2,1,4
2.005371,-0.15478516,1.4423828,1,0,32,2,1,4
2.0058594,-0.18164062,1.4399414,1,0,33,2,1,4
1.9941406,-0.19628906,1.4287109,1,0,34,2,1,4
1.9985352,-0.21533203,1.4355469,1,0,35,2,1,4
2.0078125,-0.2368164,1.4345703,1,0,36,2,1,4
2.0180664,-0.2446289,1.4501953,1,0,37,3,1,4
2.0458984,-0.23535156,1.472168,1,0,38,3,1,4
2.0688477,-0.17773438,1.4760742,1,0,39,3,1,4
2.0791016,-0.1459961,1.4677734,1,0,40,3,1,4
2.0683594,-0.13085938,1.4365234,1,0,41,3,1,4
2.0620117,-0.13476562,1.4555664,1,0,42,3,1,4
2.0532227,-0.12158203,1.46875,1,0,43,3,1,4
2.0688477,-0.11621094,1.4897461,1,0,44,3,1,4
2.0800781,-0.10986328,1.5244141,1,0,45,3,1,4
2.072754,-0.103027344,1.5351562,1,0,46,3,1,4
2.0585938,-0.09814453,1.5405273,1,0,47,3,1,4
