"Interval_no","Peaks_Index","Peaks_value"
1,"Rpeaks[0]",32
1,"Rpeaks[1]",69
1,"Rpeaks[2]",101
1,"Rpeaks[3]",137
1,"Rpeaks[4]",168
1,"Rpeaks[5]",201
1,"Rpeaks[6]",205
1,"Rpeaks[7]",236
1,"Rpeaks[8]",273
1,"Rpeaks[9]",304
1,"Rpeaks[10]",341
1,"Rpeaks[11]",372
1,"Rpeaks[12]",409
1,"Rpeaks[13]",440
1,"Rpeaks[14]",477
1,"Rpeaks[15]",508
1,"Rpeaks[16]",541
1,"Rpeaks[17]",545
1,"Rpeaks[18]",576
1,"Rpeaks[19]",613
1,"Rpeaks[20]",645
1,"Rpeaks[21]",676
1,"Rpeaks[22]",712
1,"Rpeaks[23]",749
1,"Rpeaks[24]",780
1,"Rpeaks[25]",813
1,"Rpeaks[26]",817
1,"Rpeaks[27]",849
1,"Rpeaks[28]",882
1,"Rpeaks[29]",885
1,"Rpeaks[30]",916
1,"Rpeaks[31]",948
1,"Rpeaks[32]",985
1,"Rpeaks[33]",1021
1,"Rpeaks[34]",1053
1,"Rpeaks[35]",1089
1,"Rpeaks[36]",1121
1,"Rpeaks[37]",1153
1,"Rpeaks[38]",1188
1,"Rpeaks[39]",1224
1,"Rpeaks[40]",1254
1,"Rpeaks[41]",1291
1,"Rpeaks[42]",1322
1,"Rpeaks[43]",1355
1,"Rpeaks[44]",1390
1,"Rpeaks[45]",1426
1,"Rpeaks[46]",1457
1,"Rpeaks[47]",1495
1,"Rpeaks[48]",1527
1,"Rpeaks[49]",1563
1,"Rpeaks[50]",1595
1,"Rpeaks[51]",1631
1,"Rpeaks[52]",1663
1,"Rpeaks[53]",1699
1,"Rpeaks[54]",1728
1,"Rpeaks[55]",1766
1,"Rpeaks[56]",1798
1,"Rpeaks[57]",1830
1,"Rpeaks[58]",1833
1,"Rpeaks[59]",1865
1,"Rpeaks[60]",1901
1,"Rpeaks[61]",1933
1,"Rpeaks[62]",1969
1,"Rpeaks[63]",2001
1,"Rpeaks[64]",2037
1,"Rpeaks[65]",2069
1,"Rpeaks[66]",2104
1,"Rpeaks[67]",2136
1,"Rpeaks[68]",2172
1,"Rpeaks[69]",2204
1,"Rpeaks[70]",2240
1,"Rpeaks[71]",2271
1,"Rpeaks[72]",2304
1,"Rpeaks[73]",2307
1,"Rpeaks[74]",2339
1,"Rpeaks[75]",2375
1,"Rpeaks[76]",2406
1,"Rpeaks[77]",2443
1,"Rpeaks[78]",2475
1,"Rpeaks[79]",2512
1,"Rpeaks[80]",2543
1,"Rpeaks[81]",2576
1,"Rpeaks[82]",2580
1,"Rpeaks[83]",2611
1,"Rpeaks[84]",2647
1,"Rpeaks[85]",2678
1,"Rpeaks[86]",2714
1,"Rpeaks[87]",2745
1,"Rpeaks[88]",2782
1,"Rpeaks[89]",2814
1,"Rpeaks[90]",2851
1,"Rpeaks[91]",2882
1,"Rpeaks[92]",2918
1,"Rpeaks[93]",2949
1,"Rpeaks[94]",2985
