x,y,z,interval_no,,-0.210467753,0.159098759,-0.199820631,0.171462867,-0.063563338,0.070266922,-0.143077709,0.153068503,-0.030465484,0.013907374,-0.108362682,0.016598767,0.010584387,0.056040453,0.00924492,0.103332904,-0.084934277,-0.079161664,0.113747243,-0.035216394,0.007038186,0.009030122,-0.191095806,0.111036148,-0.072302506,-0.081106729
-1.713906734,0.021287243,-0.423903262,1,,-0.148865447,0.110298231,-0.099686841,0.062425748,0.003899294,0.002527453,-0.132105211,0.041658156,0.157934243,-0.050661128,-0.077366629,-0.045893611,0.042955532,-0.059368308,0.067028546,0.016638286,-0.021007104,-0.135745087,0.114550433,0.034468604,0.082215462,-0.024022982,-0.139870508,-0.031945247,0.046880266,-0.109626468
-1.627944272,0.036533665,-0.259338338,1,,-0.097075652,-0.002732194,0.022742406,-0.027096854,0.036065278,-0.14396021,-0.116892434,-0.096028834,0.186427759,-0.094054547,-0.080968805,-0.011659017,0.068969897,-0.029711778,0.029438164,-0.013748874,-0.097682242,-0.119259705,-0.025825194,0.030938429,0.209538139,-0.143864142,-0.028319169,-0.038053776,-0.002867237,-0.070967874
-1.533560481,0.148298417,-0.193678452,1,,-0.098805048,-0.012361706,-0.003348315,0.01708675,-0.038335628,-0.155456505,-0.049153126,-0.085813231,0.036369262,-0.03386413,-0.12683063,0.046113729,-0.014922393,0.028700869,-0.034527349,0.022744194,-0.285705188,-0.063965067,-0.042704239,0.088473868,0.13609654,-0.201924594,-0.042072416,-0.011640768,-0.065120878,-0.014332121
-1.372104413,0.308740316,-0.271606773,1,,-0.147471751,0.009628791,-0.11629884,0.037164718,-0.105744702,-0.110892642,-0.051275405,-0.062107225,-0.046603157,0.077995419,-0.156160989,0.112942805,-0.081609981,0.10719245,-0.028569937,0.164251125,-0.243832182,0.114988718,-0.134913115,0.155309912,-0.023873981,-0.084288055,-0.053287762,0.054090279,-0.090384452,-0.017845752
-1.115447913,0.26109546,-0.479439003,1,,-0.122217137,0.054617698,-0.033757124,0.101446055,-0.070246717,-0.020170288,-0.097687312,0.030991159,0.008684565,0.223148126,-0.093032281,0.188668756,-0.085823201,0.182993379,-0.087092544,0.243399309,-0.247108398,0.257106257,-0.135190747,0.187973816,-0.071314457,0.07576706,-0.089672707,0.075326339,-0.108038994,0.024309672
-0.902972949,0.081593342,-0.607168772,1,,-0.132981743,0.149455406,-0.068931982,0.14533767,-0.124438687,0.109285252,-0.020060916,0.204416021,-0.037813653,0.316423054,-0.082228104,0.259325057,-0.14433298,0.200870207,-0.129284575,0.271601863,-0.229305833,0.319068037,-0.158241174,0.133179884,-0.033335179,0.177512038,-0.126435373,0.175916628,-0.179295912,0.148346245
-0.590033744,-0.137977527,-1.059924046,1,,-0.138140075,0.221676902,-0.054374344,0.186200196,-0.156159412,0.236336381,-0.157910789,0.381628443,-0.019379596,0.32246275,-0.003164724,0.242889641,-0.131255866,0.188097458,-0.15317512,0.297363472,-0.169532137,0.293272618,-0.112432786,0.130652409,-0.055978416,0.270672863,-0.116410626,0.251107162,-0.202329863,0.110592422
-0.485841734,-0.303558066,-0.934016471,1,,-0.097724705,0.251650237,-0.006591345,0.187186876,-0.11830133,0.220395515,-0.079651279,0.354382564,-0.02403622,0.256722954,-0.016617827,0.127976077,-0.110424866,0.123406325,-0.126477471,0.233872214,-0.058865157,0.182098733,-0.0714703,0.199377238,-0.054353866,0.256963229,-0.125457784,0.172048346,-0.197562794,0.030381494
-0.41890815,-0.043877058,-1.150621873,1,,-0.077604202,0.238545535,-0.016638682,0.16395734,-0.074796053,0.098350951,-0.038704175,0.241037917,-0.016879578,0.134424642,-0.023211215,0.068726682,-0.074368337,0.089793351,-0.102879519,0.152516201,-0.029032464,0.093070773,-0.026750322,0.11110156,-0.03805069,0.238339226,-0.146372051,0.154842922,-0.201069271,0.104300111
