"x","y","z","interval_no"
-1.7139067342568062,0.021287243260616116,-0.42390326181065097,1
-1.6279442719400719,0.03653366454971716,-0.2593383383369806,1
-1.5335604805986087,0.14829841727938187,-0.19367845152877616,1
-1.3721044134180849,0.30874031601322094,-0.27160677292205404,1
-1.1154479128715298,0.2610954597745552,-0.4794390025673383,1
-0.9029729493908373,0.08159334215260046,-0.6071687717140233,1
-0.590033743702095,-0.13797752720337236,-1.0599240455019743,1
-0.485841734204693,-0.3035580658068506,-0.9340164706449477,1
-0.41890814958576794,-0.04387705843562191,-1.1506218727674644,1
-0.5264138766337985,0.43282563424597964,-0.7640877736631493,1
0.036761856684271565,0.5560217908191423,-1.1119907836146896,1
2.7010950685564095,0.9328407469573832,-2.569985069860599,1
3.07111968848964,0.6377361853599471,5.968264299153983,1
6.877052073989798,-1.3407121742481534,2.167876855190034,1
1.456355282863964,-2.0773627172329934,-0.34428446832569615,1
-1.8242189579817456,-1.1699517514557216,-1.0167871217076418,1
0.29395126617212797,-0.6539059256324776,0.05431910282074759,1
2.0451381886138638,-0.405382973280677,0.5682503550452297,1
1.5032013720888244,-0.3762594783992531,0.7224519536568831,1
0.9413648484063954,-0.15620478466416962,0.5805541000711587,1
0.6840532347281012,0.01166964761653708,0.4539304599118371,1
0.4165551379442527,0.229604176706875,0.37199268827335163,1
0.2486305864003493,0.3782150421194772,0.45790906000985154,1
0.27096153932931233,0.3158150743210696,0.40713996211066483,1
0.2440919620730737,0.24341865868335213,0.46754039757969046,1
0.05331249596591214,0.14231178798488076,0.477962055577001,1
-0.20540867799585227,0.017847664450674747,0.4186252122230133,1
-0.40558167466022654,-0.08467851385998255,0.20152210972410656,1
-0.6361527414702184,-0.042916499000288884,0.01082108530014994,1
-0.6952563595850922,0.05348928025485964,-0.14019987421958602,1
-0.6456092272580606,0.17904476195551774,-0.31912428205611165,1
-0.6436328253920344,0.20851143763381616,-0.45107411640463574,1
-0.7231393595317712,0.21477775383354383,-0.44248889018568743,1
-0.7996900215277983,0.1752374219115377,-0.5038475616642275,1
-0.9748794511613698,0.05032481155526596,-0.6043615446578992,1
-1.2529828049363199,-0.0015003089006174698,-0.630918380096105,1
-1.5433370588744575,0.012515628800687026,-0.5443953991907152,1
-1.8271483541706577,0.015190119873721604,-0.4327191373213479,1
-1.8624537086342947,-0.35447365750968407,-0.29411858433153815,1
-1.6928475291539982,-0.548575055428353,-0.13353718253239977,1
-1.4216106703747229,-0.46584511284948354,-0.4022413503922768,1
-1.2121567968123268,-0.28265133415895716,-0.28005846638034204,1
-0.7715250480800551,-0.17404017591059562,-0.5766470957116504,1
-0.3667924807041961,-0.021866368555989953,-0.8761770451497195,1
-0.2616462445349632,0.10744928079224106,-1.1486692635804236,1
-0.44863478063336637,-0.05612733393935203,-1.0460815841487483,1
-0.38459903880067603,-0.1551765932843989,-0.8043274303785853,1
1.4683148485446953,-0.7344027829326234,-1.5793999481929895,1
4.7358123185946175,-1.6641443012811226,0.3309343420515458,1
4.1246658155374964,-1.7950343325457412,6.588398772871437,1
4.248886229111756,3.4569812074054087,2.5867793414555664,1
-0.015183970294117,3.055503867764312,-0.9687653336046304,1
-0.7900546306089027,0.9674236991388677,-0.2025342254390934,1
1.0186828876886604,0.5074061984106917,0.1705397186978771,1
1.2336316891537695,0.292832122205049,0.4440355610510639,1
0.7024893322620902,0.2189311783257823,0.2743519623188136,1
