0.09082031,0.07324219,0.21240234,0.6855469,1.034668,1.0209961,-1.1767578,-4.9853516,1.746582,1.1191406,1.8139648,0.70166016,-0.16113281,0.10888672,-0.07861328,0.019042969,0.07714844,-0.041992188,-0.1796875,0.006347656,-0.10449219,0.123046875,0.234375,0.103027344,0.0859375,0.04248047,0.17626953,0.1850586,0.09423828,-0.030273438,-0.19384766,-0.3076172,-0.4501953,-0.45361328,-0.42871094,-0.29882812,-0.26367188,-0.19824219,0,0
0.12060547,0.1538086,0.38964844,0.73535156,0.89746094,1.3662109,-0.6352539,-4.6748047,0.024414062,1.4291992,1.6313477,0.9609375,-0.021972656,0.2709961,0.16357422,0.2578125,0.26367188,0.31835938,0.2553711,0.15722656,0.21044922,0.16259766,0.34326172,0.3701172,0.2680664,0.13085938,0.003417969,-0.011230469,-0.017089844,-0.12548828,-0.27734375,-0.47558594,-0.6591797,-0.82373047,-0.7705078,-0.5541992,-0.44482422,-0.36328125,-0.2529297,0
-0.12646484,-0.09472656,0.084472656,0.7182617,1.0307617,1.1142578,-1.5727539,-4.7441406,2.7329102,1.8017578,1.5800781,0.68847656,0.22607422,0.47070312,0.2705078,0.1796875,0.17529297,0.037109375,-0.18701172,-0.1694336,-0.080566406,-0.111328125,0.025390625,0.009277344,-0.07080078,-0.1850586,-0.19921875,-0.15722656,-0.12011719,-0.115722656,-0.21484375,-0.23339844,-0.37060547,-0.48535156,-0.359375,-0.24560547,-0.203125,-0.11621094,-0.08984375,0
-0.013183594,0.017089844,0.21386719,0.6015625,1.0849609,0.9057617,-0.122558594,-3.7714844,-2.8520508,2.565918,1.6660156,1.6748047,0.58935547,0.3310547,-0.014160156,0.18847656,0.15917969,0.2836914,0.15136719,-0.06591797,0.06591797,-0.022949219,0.08251953,0.107421875,0.115722656,0.05859375,0.05908203,0.088378906,-0.015136719,-0.20361328,-0.36767578,-0.49951172,-0.5620117,-0.6040039,-0.5239258,-0.4013672,-0.33789062,-0.30419922,-0.23388672,0
0.040527344,0.083984375,0.040039062,0.19921875,1.1269531,1.4350586,-0.45458984,-3.5458984,-2.959961,2.6694336,1.8359375,1.3579102,0.265625,0.18896484,-0.088378906,0.18603516,0.36279297,0.5107422,0.30029297,0.05419922,0.13134766,0.068359375,0.1821289,0.21191406,0.1821289,0.11035156,-0.010253906,0.03173828,-0.022949219,-0.15820312,-0.31152344,-0.5410156,-0.7128906,-0.8027344,-0.6191406,-0.54589844,-0.4638672,-0.3779297,-0.22851562,-0.05908203
-0.12451172,-0.026855469,0.32226562,0.86816406,1.3569336,1.402832,-1.3320312,-3.8295898,2.209961,1.1796875,0.46435547,0.09765625,0.045410156,0.15917969,0.22314453,0.14892578,0.13134766,0.11328125,0.0234375,0.036621094,-0.008789063,0.020996094,0.18164062,0.125,0.14013672,0.09863281,0.088378906,0.12939453,0.09082031,0.013671875,-0.061523438,-0.24267578,-0.44726562,-0.5395508,-0.46191406,-0.31054688,-0.24902344,-0.14746094,-0.08105469,0
0.1694336,0.24267578,0.49902344,1.0893555,0.7734375,-0.38623047,-2.6904297,-3.5644531,1.6582031,1.6835938,1.3945312,0.5957031,-0.22607422,0.0390625,-0.057617188,0.16259766,0.18652344,0.07714844,-0.05859375,0.07763672,0.119628906,0.2915039,0.29101562,0.15722656,0.030761719,-0.022460938,0.012207031,0.0859375,-0.002441406,-0.110839844,-0.29833984,-0.49316406,-0.5991211,-0.49853516,-0.46289062,-0.39746094,-0.3696289,-0.25878906,-0.24267578,0
0.02734375,0.07470703,0.34814453,0.97021484,0.859375,0.084472656,-2.2382812,-3.6889648,2.147461,2.0375977,1.6811523,0.69677734,0.23242188,0.3642578,0.25732422,0.31347656,0.47070312,0.35253906,-0.012695313,-0.15136719,-0.12646484,-0.17822266,-0.08251953,-0.041503906,-0.115234375,-0.024902344,0.099609375,0.11816406,0.015136719,-0.1274414,-0.30078125,-0.43701172,-0.5317383,-0.47851562,-0.34765625,-0.23095703,-0.14013672,-0.123535156,0,0
-0.09277344,-0.084472656,-0.038085938,0.31982422,1.0722656,0.8330078,-0.41015625,-4.072754,-2.2543945,2.9438477,1.7124023,0.95214844,0.6088867,0.23583984,0.21533203,0.03857422,0.09375,0.23925781,0.13769531,0.04296875,-0.020996094,0.12695312,0.07763672,0.009277344,-0.004882813,0.027832031,0.025878906,0.1430664,0.19970703,0.14111328,-0.033203125,-0.19580078,-0.34765625,-0.4975586,-0.5097656,-0.47314453,-0.45507812,-0.38867188,-0.25878906,0
0.0546875,-0.002929688,0.22705078,1.0727539,1.3793945,0.64990234,-2.3486328,-3.7026367,3.3579102,1.5185547,0.4873047,0.23583984,-0.08642578,0.091796875,0.040039062,0.06982422,0.19873047,0.11328125,-0.033691406,0.040527344,0.064941406,0.11376953,0.15283203,0.14208984,0.05078125,0.08642578,0.07421875,0.100097656,0.04345703,-0.10058594,-0.3359375,-0.50927734,-0.6020508,-0.5449219,-0.49121094,-0.328125,-0.2783203,-0.22509766,0,0
