0.6777344,0.041503906,-0.4428711,-0.50439453,-0.7783203,-0.39648438,-0.8051758,-9.578125,-4.616211,3.5439453,4.2436523,3.671875,6.6347656,3.5136719,2.959961,2.4291992,1.3984375,0.44189453,-0.84765625,-1.6484375,-1.1538086,-0.83935547,-0.7998047,-0.3725586,-0.42041016,-0.40625,0.20117188,0.47460938,0.5097656,0.08251953,-0.50097656,-0.4345703,-0.4194336,-0.50390625,-0.5698242,-0.40673828,-0.50146484,-0.50927734,-0.40039062,0,0,0
0.88623047,0.8310547,0.46142578,-0.08935547,-0.35546875,-0.2290039,-0.69091797,2.899414,-7.5424805,-7.8569336,-0.63964844,2.852539,1.4638672,7.352539,4.137207,3.0493164,2.503418,1.2729492,0.5107422,-0.18457031,-1.1064453,-1.2490234,-0.72802734,-0.7426758,-0.65527344,-0.40283203,-0.4248047,-0.14941406,0.07763672,0.18945312,-0.31396484,-0.54785156,-0.8178711,-0.90771484,-0.95654297,-0.7919922,-0.39453125,-0.31835938,-0.35742188,-0.104003906,0,0
0.89160156,0.42236328,-0.14160156,-0.26171875,-0.25683594,-0.9848633,2.104004,-6.8393555,-7.567871,-0.57373047,2.1655273,2.1420898,7.4370117,3.4638672,2.7304688,1.8095703,0.9379883,0.9472656,-0.024414062,-1.1357422,-1.2026367,-1.0351562,-0.7861328,-0.59472656,-0.38378906,-0.21386719,0.24560547,0.5180664,0.56152344,0.000488281,-0.42529297,-0.6669922,-0.7763672,-0.71484375,-0.7807617,-0.8105469,-0.87597656,-0.84228516,-0.4404297,0.017089844,0,0
1.0942383,0.49023438,-0.15185547,-0.6855469,-0.5917969,-1.3666992,0.93115234,-2.9350586,-9.241699,-3.2319336,3.5112305,2.684082,3.7407227,7.126465,3.963379,2.8549805,2.4038086,0.84472656,0.10888672,-0.6923828,-0.86279297,-0.5288086,-0.5625,-0.32666016,-0.36621094,-0.4946289,-0.3227539,-0.15283203,0.071777344,0.2607422,0.015625,-0.41845703,-0.66552734,-0.68847656,-0.78759766,-0.7001953,-0.60302734,-0.42333984,-0.45898438,-0.15332031,0.21142578,0
0.9472656,0.7729492,0.25634766,-0.2734375,-0.26171875,-0.4580078,2.090332,-5.8964844,-8.075195,-1.5014648,3.1098633,1.6245117,6.2246094,4.241699,3.2495117,2.359375,1.1806641,0.7475586,0.018554688,-0.5019531,-0.72216797,-0.5830078,-0.3984375,0.08496094,-0.05810547,-0.11328125,0.3046875,0.6035156,0.5830078,0.06933594,-0.6040039,-0.6982422,-0.68652344,-0.6826172,-0.7158203,-0.7363281,-0.82958984,-0.85839844,0,0,0,0
1.0761719,0.90771484,0.38623047,-0.1953125,-0.21826172,-0.16699219,-0.4194336,2.277832,1.8706055,-10.9921875,-4.7539062,3.8051758,-0.13964844,10.03418,4.991211,2.6176758,2.1069336,1.4609375,0.4975586,-0.2109375,-1.0766602,-1.2197266,-0.9550781,-0.73291016,-0.7504883,-0.13916016,-0.043945312,-0.15136719,-0.049316406,-0.017578125,-0.44091797,-1.0786133,-1.2763672,-1.5195312,-1.5942383,-1.2910156,-0.7363281,-0.2709961,0.22802734,0.58984375,0.6743164,0
1.1201172,0.9453125,0.63427734,0.28222656,-0.055664062,0.17822266,2.8198242,-1.7392578,-8.924316,-2.855957,2.7734375,0.88671875,7.470703,3.715332,2.9746094,2.4018555,1.5249023,0.75634766,-0.55371094,-1.1381836,-1.6279297,-1.1035156,-0.5991211,-0.39160156,-0.25097656,-0.39404297,-0.14501953,0.3305664,0.4038086,0.018554688,-0.5361328,-0.74316406,-0.73828125,-0.6040039,-0.35986328,-0.30078125,-0.38232422,-0.44335938,-0.3178711,-0.037109375,0,0
1.0512695,0.4404297,-0.3828125,-0.5673828,-0.59716797,-0.85058594,0.060546875,1.425293,-8.903809,-5.7871094,1.5083008,2.1723633,2.668457,7.020508,4.044922,2.6987305,1.7265625,1.0625,0.7578125,-0.25048828,-1.1630859,-1.128418,-0.9160156,-0.57421875,-0.4555664,-0.18359375,-0.01953125,0.049316406,0.36572266,0.3647461,0.09033203,-0.34375,-0.71728516,-0.83154297,-0.70458984,-0.51953125,-0.11425781,-0.032714844,-0.24609375,-0.21679688,0,0
1.4082031,0.6459961,-0.022949219,-0.26123047,-0.4038086,-0.38085938,-1.1948242,2.6499023,-4.177246,-9.042969,-2.4370117,4.1601562,0.08251953,9.288086,4.223633,2.7788086,1.7695312,0.8173828,0.4013672,-0.038085938,-1.081543,-1.2231445,-0.8652344,-0.54003906,-0.20605469,-0.16748047,-0.087402344,0.20458984,0.39794922,0.4560547,0.1977539,-0.103027344,-0.5292969,-0.92333984,-1.0566406,-0.99121094,-0.8022461,-0.63964844,-0.6567383,-0.60498047,-0.265625,0
0.83691406,0.3647461,-0.22265625,-0.37939453,-0.48339844,-0.45458984,1.3242188,-1.3603516,-8.741699,-2.8017578,3.0375977,2.428711,4.0683594,6.659668,3.880371,2.647461,1.6943359,0.55371094,-0.2006836,-1.2382812,-1.2597656,-0.87597656,-0.49169922,-0.33691406,-0.18945312,0.06201172,0.091796875,0.18652344,0.24511719,-0.095214844,-0.50390625,-0.67578125,-0.6567383,-0.7338867,-0.6308594,-0.45117188,-0.21582031,-0.3383789,-0.33642578,0,0,0
