"x","y","z","interval_no","pause/unpause","data_sample_no","packet_no","App_Interval_no","RunType"
3.2451172,0.58691406,2.0888672,1,0,1,1,1,4
4.557617,0.62402344,1.9902344,1,0,2,1,1,4
5.149414,-0.64697266,2.2919922,1,0,3,1,1,4
5.757324,-2.4765625,2.4936523,1,0,4,1,1,4
5.083496,-2.8203125,2.6000977,1,0,5,1,1,4
4.508789,-2.7983398,2.286621,1,0,6,1,1,4
4.0615234,-2.0283203,2.4731445,1,0,7,1,1,4
3.6835938,-1.4545898,2.208496,1,0,8,1,1,4
3.6796875,-0.7607422,2.0913086,1,0,9,1,1,4
3.6533203,-0.35009766,1.8217773,1,0,10,1,1,4
4.283203,-0.27392578,1.8388672,1,0,11,1,1,4
4.1777344,-0.2758789,1.612793,1,0,12,1,1,4
4.0737305,-0.42773438,1.6416016,1,0,13,1,1,4
3.8222656,-0.5283203,1.6459961,1,0,14,1,1,4
3.4106445,-0.4819336,1.7075195,1,0,15,1,1,4
3.0214844,-0.29785156,1.7285156,1,0,16,1,1,4
2.421875,-0.265625,1.6264648,1,0,17,1,1,4
1.7373047,-0.26708984,1.5385742,1,0,18,1,1,4
1.1782227,-0.31201172,1.5864258,1,0,19,2,1,4
0.8041992,-0.16748047,1.6074219,1,0,20,2,1,4
0.5649414,-0.12060547,1.815918,1,0,21,2,1,4
0.22753906,0.06689453,2.0136719,1,0,22,2,1,4
-0.28320312,0.5864258,2.2041016,1,0,23,2,1,4
-0.78808594,0.63427734,2.2539062,1,0,24,2,1,4
-1.1674805,0.53759766,1.9814453,1,0,25,2,1,4
-1.46875,0.22460938,1.5717773,1,0,26,2,1,4
-1.847168,0.03466797,1.4951172,1,0,27,2,1,4
-1.9438477,-0.20605469,1.3398438,1,0,28,2,1,4
-1.5400391,-0.38232422,1.0839844,1,0,29,2,1,4
-0.70214844,-0.4038086,0.94970703,1,0,30,2,1,4
-0.048339844,-0.26171875,0.92529297,1,0,31,2,1,4
0.42626953,-0.096191406,1.1176758,1,0,32,2,1,4
0.6376953,-0.055664062,1.6660156,1,0,33,2,1,4
0.26123047,0.092285156,2.413086,1,0,34,2,1,4
-0.7631836,-0.09033203,3.3291016,1,0,35,2,1,4
-0.21923828,-0.4194336,3.3095703,1,0,36,2,1,4
1.6352539,-0.52197266,3.2636719,1,0,37,3,1,4
3.3623047,-0.9682617,1.8891602,1,0,38,3,1,4
