"Interval_no","Peaks_Index","Peaks_value"
1,"Rpeaks[0]",104
1,"Rpeaks[1]",154
1,"Rpeaks[2]",202
1,"Rpeaks[3]",213
1,"Rpeaks[4]",249
1,"Rpeaks[5]",296
1,"Rpeaks[6]",308
1,"Rpeaks[7]",343
1,"Rpeaks[8]",390
1,"Rpeaks[9]",402
1,"Rpeaks[10]",438
1,"Rpeaks[11]",492
1,"Rpeaks[12]",527
1,"Rpeaks[13]",573
1,"Rpeaks[14]",620
1,"Rpeaks[15]",668
1,"Rpeaks[16]",713
1,"Rpeaks[17]",758
1,"Rpeaks[18]",770
1,"Rpeaks[19]",803
1,"Rpeaks[20]",849
1,"Rpeaks[21]",893
1,"Rpeaks[22]",939
1,"Rpeaks[23]",985
1,"Rpeaks[24]",998
1,"Rpeaks[25]",1047
1,"Rpeaks[26]",1080
1,"Rpeaks[27]",1125
1,"Rpeaks[28]",1171
1,"Rpeaks[29]",1218
1,"Rpeaks[30]",1231
1,"Rpeaks[31]",1264
1,"Rpeaks[32]",1310
1,"Rpeaks[33]",1356
1,"Rpeaks[34]",1404
1,"Rpeaks[35]",1444
1,"Rpeaks[36]",1494
1,"Rpeaks[37]",1539
1,"Rpeaks[38]",1582
1,"Rpeaks[39]",1593
1,"Rpeaks[40]",1626
1,"Rpeaks[41]",1672
1,"Rpeaks[42]",1716
1,"Rpeaks[43]",1775
1,"Rpeaks[44]",1812
1,"Rpeaks[45]",1859
1,"Rpeaks[46]",1901
1,"Rpeaks[47]",1946
1,"Rpeaks[48]",1993
1,"Rpeaks[49]",2040
1,"Rpeaks[50]",2054
1,"Rpeaks[51]",2087
1,"Rpeaks[52]",2133
1,"Rpeaks[53]",2145
1,"Rpeaks[54]",2178
1,"Rpeaks[55]",2222
1,"Rpeaks[56]",2265
1,"Rpeaks[57]",2314
1,"Rpeaks[58]",2352
1,"Rpeaks[59]",2397
1,"Rpeaks[60]",2439
1,"Rpeaks[61]",2483
1,"Rpeaks[62]",2526
1,"Rpeaks[63]",2573
1,"Rpeaks[64]",2612
1,"Rpeaks[65]",2659
1,"Rpeaks[66]",2671
1,"Rpeaks[67]",2706
1,"Rpeaks[68]",2753
1,"Rpeaks[69]",2799
1,"Rpeaks[70]",2844
1,"Rpeaks[71]",2892
1,"Rpeaks[72]",2936
