"x","y","z","interval_no"
1.5180664,-0.05029297,1.3261719,1
1.5571289,0.0146484375,1.2905273,1
1.6591797,0.080566406,1.3481445,1
1.421875,0.13378906,1.2841797,1
1.3037109,0.18261719,1.2412109,1
1.4760742,0.17529297,1.2866211,1
1.4570312,0.1538086,1.3027344,1
1.3540039,0.1640625,1.2871094,1
1.2827148,0.19580078,1.3139648,1
1.3432617,0.19335938,1.2993164,1
1.3955078,0.21044922,1.2783203,1
1.355957,0.1459961,1.2583008,1
1.390625,0.18017578,1.2631836,1
1.4301758,0.15429688,1.2236328,1
1.4204102,0.12109375,1.1748047,1
1.4326172,0.1274414,1.1352539,1
1.5195312,0.088378906,1.1191406,1
1.5478516,0.10205078,1.1098633,1
1.6416016,0.099121094,1.1162109,1
1.8183594,0.2211914,1.203125,1
1.9057617,0.23583984,1.2060547,1
1.9643555,0.2836914,1.2700195,1
1.9331055,0.28320312,1.3041992,1
1.8950195,0.2861328,1.237793,1
2.0043945,0.30517578,1.1108398,1
2.239746,0.2866211,0.8779297,1
2.5864258,0.2109375,0.89404297,1
2.8847656,0.110839844,0.77197266,1
3.2192383,0.09082031,0.7089844,1
3.400879,0.024902344,0.7050781,1
3.496582,0.08251953,0.9458008,1
3.3930664,0.05419922,1.269043,1
3.088379,0.043945312,1.4765625,1
2.7373047,-0.072265625,1.4707031,1
2.6220703,-0.22753906,1.4643555,1
2.7094727,-0.1928711,1.4731445,1
2.775879,-0.029785156,1.3232422,1
2.7373047,0.13476562,1.5405273,1
2.5131836,0.17578125,1.7646484,1
2.239746,0.21142578,1.9018555,1
1.9560547,0.05419922,1.9501953,1
1.7807617,-0.107421875,1.9550781,1
1.6723633,-0.2421875,1.9643555,1
1.6235352,-0.20605469,1.9042969,1
1.7407227,-0.13476562,1.9487305,1
1.8632812,-0.13183594,1.8413086,1
1.9477539,-0.11425781,1.7290039,1
2.1396484,-0.055664062,1.7089844,1
2.493164,0.12109375,1.7583008,1
2.6831055,0.25683594,1.7451172,1
2.5795898,0.30810547,1.7285156,1
