"x","y","z","interval_no","pause/unpause","data_sample_no","packet_no","App_Interval_no","RunType"
1.6357422,0.12841797,1.2998047,1,0,1,1,1,4
1.5830078,0.09716797,1.2705078,1,0,2,1,1,4
1.5561523,0.13183594,1.2744141,1,0,3,1,1,4
1.5869141,0.15917969,1.2167969,1,0,4,1,1,4
1.5878906,0.19677734,1.1855469,1,0,5,1,1,4
1.6005859,0.21240234,1.1572266,1,0,6,1,1,4
1.6455078,0.26416016,1.125,1,0,7,1,1,4
1.6850586,0.23632812,1.1352539,1,0,8,1,1,4
1.7128906,0.21533203,1.1508789,1,0,9,1,1,4
1.684082,0.21289062,1.2226562,1,0,10,1,1,4
1.6845703,0.20800781,1.3017578,1,0,11,1,1,4
1.7231445,0.17089844,1.3398438,1,0,12,1,1,4
1.7456055,0.063964844,1.4575195,1,0,13,1,1,4
1.7817383,-0.009277344,1.5761719,1,0,14,1,1,4
1.7910156,-0.034179688,1.7421875,1,0,15,1,1,4
1.8027344,0.0029296875,1.7407227,1,0,16,1,1,4
1.8505859,0.09472656,1.6181641,1,0,17,1,1,4
2.0180664,0.2319336,1.3989258,1,0,18,1,1,4
2.1967773,0.36328125,1.1298828,1,0,19,2,1,4
2.5039062,0.38916016,1.0288086,1,0,20,2,1,4
2.8208008,0.26660156,1.0512695,1,0,21,2,1,4
2.9941406,-0.0234375,1.0996094,1,0,22,2,1,4
3.105957,-0.25830078,1.4589844,1,0,23,2,1,4
3.1660156,-0.28759766,1.5864258,1,0,24,2,1,4
3.100586,-0.14160156,1.5083008,1,0,25,2,1,4
3.0473633,0.15429688,1.4106445,1,0,26,2,1,4
2.8271484,0.1796875,1.6757812,1,0,27,2,1,4
2.4887695,0.3461914,1.7661133,1,0,28,2,1,4
2.2695312,0.41503906,1.8466797,1,0,29,2,1,4
2.1367188,0.46142578,1.5996094,1,0,30,2,1,4
1.9960938,0.22607422,1.5214844,1,0,31,2,1,4
2.022461,-0.06640625,1.6870117,1,0,32,2,1,4
1.8271484,-0.20361328,1.8139648,1,0,33,2,1,4
1.8271484,-0.12841797,2.03125,1,0,34,2,1,4
1.8310547,-0.005859375,2.161621,1,0,35,2,1,4
1.8701172,0.09472656,2.2597656,1,0,36,2,1,4
1.9501953,0.20947266,2.2387695,1,0,37,3,1,4
2.0336914,0.390625,2.043457,1,0,38,3,1,4
2.145996,0.44726562,2.,1,0,39,3,1,4
2.3081055,0.4711914,2.0898438,1,0,40,3,1,4
2.2949219,0.38232422,2.0151367,1,0,41,3,1,4
2.352539,0.24609375,2.0317383,1,0,42,3,1,4
2.2182617,0.12158203,1.9204102,1,0,43,3,1,4
2.1420898,-0.0043945312,1.8496094,1,0,44,3,1,4
2.0581055,0.0126953125,1.7783203,1,0,45,3,1,4
1.9711914,0.13720703,1.7871094,1,0,46,3,1,4
1.9160156,0.2421875,1.7304688,1,0,47,3,1,4
1.8671875,0.34570312,1.640625,1,0,48,3,1,4
1.878418,0.31933594,1.6455078,1,0,49,3,1,4
1.9838867,0.32128906,1.6088867,1,0,50,3,1,4
1.9101562,0.28271484,1.5786133,1,0,51,3,1,4
1.8916016,0.29101562,1.4995117,1,0,52,3,1,4
1.8969727,0.27148438,1.5209961,1,0,53,3,1,4
1.7822266,0.18066406,1.4243164,1,0,54,3,1,4
1.8286133,0.15625,1.4765625,1,0,55,4,1,4
1.8652344,0.13720703,1.4301758,1,0,56,4,1,4
1.831543,0.140625,1.3955078,1,0,57,4,1,4
1.8486328,0.1171875,1.4360352,1,0,58,4,1,4
1.690918,0.14550781,1.4125977,1,0,59,4,1,4
1.671875,0.13574219,1.4086914,1,0,60,4,1,4
1.6357422,0.12939453,1.3520508,1,0,61,4,1,4
1.640625,0.09033203,1.34375,1,0,62,4,1,4
1.6381836,0.096191406,1.2958984,1,0,63,4,1,4
1.5800781,0.053222656,1.2651367,1,0,64,4,1,4
1.6113281,0.00390625,1.2011719,1,0,65,4,1,4
1.6015625,0.016601562,1.1142578,1,0,66,4,1,4
1.621582,0.055664062,1.0419922,1,0,67,4,1,4
1.6123047,0.100097656,1.0996094,1,0,68,4,1,4
1.6040039,0.103515625,1.1928711,1,0,69,4,1,4
1.6220703,0.064453125,1.3261719,1,0,70,4,1,4
1.6796875,0.025390625,1.3974609,1,0,71,4,1,4
