"x","y","z","interval_no"
1.6357422,0.12841797,1.2998047,1
1.5830078,0.09716797,1.2705078,1
1.5561523,0.13183594,1.2744141,1
1.5869141,0.15917969,1.2167969,1
1.5878906,0.19677734,1.1855469,1
1.6005859,0.21240234,1.1572266,1
1.6455078,0.26416016,1.125,1
1.6850586,0.23632812,1.1352539,1
1.7128906,0.21533203,1.1508789,1
1.684082,0.21289062,1.2226562,1
1.6845703,0.20800781,1.3017578,1
1.7231445,0.17089844,1.3398438,1
1.7456055,0.063964844,1.4575195,1
1.7817383,-0.009277344,1.5761719,1
1.7910156,-0.034179688,1.7421875,1
1.8027344,0.0029296875,1.7407227,1
1.8505859,0.09472656,1.6181641,1
2.0180664,0.2319336,1.3989258,1
2.1967773,0.36328125,1.1298828,1
2.5039062,0.38916016,1.0288086,1
2.8208008,0.26660156,1.0512695,1
2.9941406,-0.0234375,1.0996094,1
3.105957,-0.25830078,1.4589844,1
3.1660156,-0.28759766,1.5864258,1
3.100586,-0.14160156,1.5083008,1
3.0473633,0.15429688,1.4106445,1
2.8271484,0.1796875,1.6757812,1
2.4887695,0.3461914,1.7661133,1
2.2695312,0.41503906,1.8466797,1
2.1367188,0.46142578,1.5996094,1
1.9960938,0.22607422,1.5214844,1
2.022461,-0.06640625,1.6870117,1
1.8271484,-0.20361328,1.8139648,1
1.8271484,-0.12841797,2.03125,1
1.8310547,-0.005859375,2.161621,1
1.8701172,0.09472656,2.2597656,1
1.9501953,0.20947266,2.2387695,1
2.0336914,0.390625,2.043457,1
2.145996,0.44726562,2.,1
2.3081055,0.4711914,2.0898438,1
2.2949219,0.38232422,2.0151367,1
2.352539,0.24609375,2.0317383,1
2.2182617,0.12158203,1.9204102,1
2.1420898,-0.0043945312,1.8496094,1
2.0581055,0.0126953125,1.7783203,1
1.9711914,0.13720703,1.7871094,1
1.9160156,0.2421875,1.7304688,1
1.8671875,0.34570312,1.640625,1
1.878418,0.31933594,1.6455078,1
1.9838867,0.32128906,1.6088867,1
1.9101562,0.28271484,1.5786133,1
1.8916016,0.29101562,1.4995117,1
1.8969727,0.27148438,1.5209961,1
1.7822266,0.18066406,1.4243164,1
1.8286133,0.15625,1.4765625,1
1.8652344,0.13720703,1.4301758,1
1.831543,0.140625,1.3955078,1
1.8486328,0.1171875,1.4360352,1
1.690918,0.14550781,1.4125977,1
1.671875,0.13574219,1.4086914,1
1.6357422,0.12939453,1.3520508,1
1.640625,0.09033203,1.34375,1
1.6381836,0.096191406,1.2958984,1
1.5800781,0.053222656,1.2651367,1
1.6113281,0.00390625,1.2011719,1
1.6015625,0.016601562,1.1142578,1
1.621582,0.055664062,1.0419922,1
1.6123047,0.100097656,1.0996094,1
1.6040039,0.103515625,1.1928711,1
1.6220703,0.064453125,1.3261719,1
1.6796875,0.025390625,1.3974609,1
1.7568359,0.03173828,1.4536133,1
1.7636719,0.064941406,1.565918,1
1.7573242,0.096191406,1.6757812,1
1.7529297,0.110839844,1.6728516,1
1.8881836,0.021484375,1.6875,1
2.069336,-0.015136719,1.4267578,1
2.2875977,-0.09667969,1.2480469,1
2.4560547,-0.038085938,1.1611328,1
2.7094727,0.0625,1.1665039,1
2.9072266,0.22216797,1.2915039,1
3.003418,0.35009766,1.3046875,1
3.0317383,0.40966797,1.4082031,1
2.9423828,0.35107422,1.4145508,1
2.895996,0.12988281,1.4604492,1
2.796875,-0.00390625,1.4379883,1
2.6376953,-0.060058594,1.5292969,1
2.46875,-0.1430664,1.6640625,1
2.2231445,-0.18408203,1.6616211,1
1.9921875,0.07128906,1.6347656,1
1.8505859,0.35058594,1.7192383,1
1.7338867,0.48535156,1.890625,1
1.5908203,0.3564453,1.9726562,1
1.4663086,0.17675781,2.1035156,1
1.4155273,0.017089844,2.203125,1
1.4238281,-0.08935547,2.1186523,1
1.5615234,-0.19824219,2.1049805,1
1.7329102,-0.29882812,2.0737305,1
2.0595703,-0.36328125,2.0131836,1
2.4335938,-0.3388672,1.9345703,1
2.5385742,-0.24267578,1.9130859,1
2.6376953,-0.04345703,1.9233398,1
2.6523438,0.1586914,1.9790039,1
2.4516602,0.23535156,1.9248047,1
2.2617188,0.22460938,1.8813477,1
2.1118164,0.111328125,1.8491211,1
2.022461,-0.028320312,1.8212891,1
2.052246,-0.08544922,1.7612305,1
1.9677734,-0.08642578,1.7026367,1
2.097168,-0.109375,1.6137695,1
2.083496,-0.12890625,1.6967773,1
2.1782227,-0.083496094,1.6674805,1
2.0327148,-0.013671875,1.5390625,1
1.9990234,0.025390625,1.5820312,1
1.9770508,0.12451172,1.5708008,1
1.8969727,0.14794922,1.5136719,1
1.8071289,0.15478516,1.4970703,1
1.8408203,0.15722656,1.4467773,1
1.7529297,0.099609375,1.4169922,1
1.6489258,0.0390625,1.3857422,1
1.6098633,0.02734375,1.3378906,1
1.5913086,-0.0048828125,1.3139648,1
