"x","y","z","interval_no"
1.9941406,-0.08300781,1.8740234,1
2.2270508,0.053710938,1.8393555,1
2.5117188,0.17675781,1.7910156,1
2.7475586,0.28125,1.7915039,1
2.8554688,0.2890625,1.7773438,1
2.5654297,0.1899414,1.7553711,1
2.2094727,0.059570312,1.6972656,1
1.9404297,-0.072753906,1.6479492,1
1.956543,-0.17871094,1.6625977,1
1.8701172,-0.27392578,1.5541992,1
1.9750977,-0.20996094,1.625,1
1.8305664,-0.25,1.4619141,1
1.7773438,-0.1899414,1.5454102,1
1.6464844,-0.18701172,1.4790039,1
1.5341797,-0.20214844,1.3813477,1
1.6479492,-0.15771484,1.453125,1
1.6274414,-0.1274414,1.3295898,1
1.5571289,-0.14355469,1.3374023,1
1.5068359,-0.115234375,1.3334961,1
1.4780273,-0.104003906,1.3051758,1
1.3579102,-0.05517578,1.2817383,1
1.3398438,-0.03466797,1.2807617,1
1.3183594,-0.03173828,1.2441406,1
1.3442383,-0.018066406,1.2265625,1
1.3452148,-0.0053710938,1.2167969,1
1.3369141,0.0014648438,1.159668,1
1.402832,0.028320312,1.1352539,1
1.4550781,0.037597656,1.0493164,1
1.5273438,0.020019531,0.99316406,1
1.5893555,0.087402344,0.9277344,1
1.6606445,0.1484375,0.87109375,1
1.8154297,0.08105469,0.8330078,1
1.9882812,-0.013183594,0.9067383,1
2.1738281,-0.20166016,1.0097656,1
2.2504883,-0.39013672,1.0698242,1
2.3173828,-0.53515625,1.1196289,1
2.1865234,-0.62402344,1.2036133,1
2.114746,-0.8496094,1.2685547,1
2.1538086,-1.0019531,1.2612305,1
2.2856445,-0.9902344,1.0751953,1
2.4101562,-0.70410156,0.91748047,1
2.5751953,-0.37353516,0.87060547,1
2.7612305,-0.076171875,0.7397461,1
2.9975586,0.05908203,0.85302734,1
3.2529297,-0.0029296875,1.2563477,1
3.2416992,-0.033691406,1.6181641,1
3.0048828,-0.012207031,1.5146484,1
2.7475586,0.0234375,1.2441406,1
2.663086,-0.025878906,1.1870117,1
2.7114258,-0.16259766,1.3041992,1
2.661621,-0.2939453,1.4384766,1
2.524414,-0.4267578,1.6777344,1
2.359375,-0.46679688,1.8232422,1
2.1479492,-0.3461914,1.8984375,1
1.9624023,-0.21582031,1.9667969,1
1.8339844,0.12207031,1.9819336,1
1.8549805,0.2866211,2.0439453,1
1.8886719,0.25927734,1.9584961,1
2.0146484,0.21240234,1.9345703,1
2.0302734,0.19042969,1.862793,1
2.0683594,0.08496094,1.8046875,1
2.0776367,-0.07763672,1.7407227,1
2.1728516,-0.24609375,1.7050781,1
2.2324219,-0.38085938,1.7167969,1
2.128418,-0.41503906,1.5844727,1
2.1870117,-0.3618164,1.6318359,1
2.1308594,-0.25097656,1.5791016,1
1.9716797,-0.09863281,1.5693359,1
1.8789062,0.09033203,1.5332031,1
1.7485352,0.08251953,1.4672852,1
1.7060547,0.0546875,1.4682617,1
1.8334961,0.,1.4633789,1
1.8837891,-0.106933594,1.421875,1
1.8505859,-0.16015625,1.390625,1
1.7138672,-0.15917969,1.2758789,1
1.7207031,-0.15576172,1.2963867,1
1.5986328,-0.12939453,1.2797852,1
1.5688477,-0.14892578,1.3115234,1
1.5722656,-0.109375,1.3081055,1
1.5429688,-0.05859375,1.3271484,1
1.5551758,0.018066406,1.3261719,1
1.4394531,0.080566406,1.331543,1
1.4794922,0.04345703,1.3510742,1
1.5087891,0.0859375,1.2749023,1
1.5107422,0.13476562,1.2563477,1
1.5507812,0.12060547,1.2421875,1
1.5927734,0.0703125,1.1860352,1
1.5878906,0.01171875,1.1083984,1
1.6347656,-0.016601562,1.1347656,1
1.5996094,-0.014160156,1.0859375,1
1.6176758,0.0014648438,1.0727539,1
1.625,-0.019042969,1.043457,1
1.6914062,-0.03955078,1.0361328,1
1.7055664,-0.046875,1.0766602,1
1.7729492,-0.0014648438,1.1186523,1
1.8637695,0.030273438,1.1835938,1
1.9238281,0.080078125,1.1894531,1
1.9731445,0.171875,1.1918945,1
2.1103516,0.2475586,1.105957,1
2.302246,0.27978516,1.019043,1
2.5175781,0.2763672,0.9526367,1
2.709961,0.19873047,0.96875,1
2.8652344,0.005859375,0.9038086,1
3.0214844,-0.24316406,0.90478516,1
3.149414,-0.4711914,1.090332,1
3.224121,-0.5263672,1.3193359,1
3.0898438,-0.46923828,1.3129883,1
2.847168,-0.3647461,1.0913086,1
2.6708984,-0.33496094,1.1704102,1
2.6098633,-0.27197266,1.3564453,1
2.6635742,-0.17236328,1.5073242,1
2.5805664,-0.0126953125,1.6704102,1
2.5078125,-0.18066406,1.8447266,1
2.2573242,-0.2841797,1.7880859,1
2.1455078,-0.18457031,1.9169922,1
1.8920898,-0.21923828,1.9541016,1
1.7421875,-0.27197266,1.9677734,1
1.6865234,-0.4165039,1.9248047,1
1.6572266,-0.38867188,1.9018555,1
1.6767578,-0.31982422,1.8759766,1
1.7299805,-0.30029297,1.8271484,1
1.7836914,-0.28027344,1.8125,1
1.8544922,-0.26123047,1.7270508,1
2.0634766,-0.20654297,1.6933594,1
2.3144531,-0.07470703,1.7226562,1
2.4936523,-0.0014648438,1.6855469,1
2.5297852,0.056152344,1.7524414,1
2.3671875,0.060546875,1.7558594,1
2.1132812,0.020996094,1.7070312,1
1.9291992,-0.05859375,1.7246094,1
1.8168945,-0.056640625,1.7304688,1
1.9296875,-0.07128906,1.7280273,1
1.7817383,-0.08642578,1.6293945,1
1.7026367,-0.11328125,1.5439453,1
1.6943359,-0.09326172,1.5239258,1
1.6821289,-0.07421875,1.5146484,1
1.6992188,-0.09863281,1.4858398,1
1.7612305,-0.033691406,1.5151367,1
1.6191406,-0.110839844,1.4301758,1
1.5673828,-0.095214844,1.4501953,1
1.6401367,-0.10449219,1.453125,1
1.6162109,-0.20019531,1.4404297,1
1.628418,-0.19335938,1.4082031,1
1.5478516,-0.21289062,1.4033203,1
1.5288086,-0.2421875,1.3510742,1
1.5415039,-0.22460938,1.3095703,1
1.5400391,-0.18554688,1.2573242,1
1.6362305,-0.11767578,1.2348633,1
1.7314453,-0.060058594,1.1992188,1
1.722168,-0.07763672,1.1523438,1
1.6958008,-0.064453125,1.1245117,1
1.6381836,-0.021484375,1.097168,1
1.6875,0.01953125,1.0527344,1
1.7211914,0.026855469,1.0253906,1
1.7539062,0.00390625,1.0351562,1
1.8691406,-0.03466797,1.0009766,1
1.8710938,-0.092285156,1.0219727,1
1.9853516,-0.19921875,1.0371094,1
2.0458984,-0.33007812,1.0820312,1
2.1000977,-0.44189453,1.0898438,1
2.0981445,-0.5097656,1.0605469,1
2.15625,-0.51220703,1.0571289,1
2.3041992,-0.51953125,1.0947266,1
2.4985352,-0.45166016,1.0009766,1
2.6010742,-0.37060547,0.9145508,1
2.7124023,-0.32714844,0.93847656,1
2.8500977,-0.22949219,1.1425781,1
2.855957,-0.022949219,1.4365234,1
2.7509766,0.23828125,1.5170898,1
2.5083008,0.41796875,1.3334961,1
2.4350586,0.3798828,1.3198242,1
2.5439453,0.23242188,1.3012695,1
2.6542969,-0.015625,1.4438477,1
2.706543,-0.24951172,1.7070312,1
2.6137695,-0.36669922,1.8793945,1
2.432129,-0.4399414,1.9755859,1
2.2050781,-0.39892578,2.0644531,1
2.0273438,-0.24365234,2.1289062,1
1.9575195,0.045898438,2.0605469,1
1.9736328,0.2241211,2.0766602,1
2.0039062,0.13085938,2.0473633,1
1.9838867,0.076171875,1.9711914,1
2.0083008,0.030273438,1.9482422,1
2.020996,-0.016601562,1.8896484,1
1.9970703,-0.18603516,1.8964844,1
2.0410156,-0.30419922,1.8383789,1
2.0541992,-0.41308594,1.7587891,1
2.09375,-0.43310547,1.734375,1
2.135254,-0.32226562,1.6899414,1
2.0180664,-0.23779297,1.6958008,1
2.0004883,-0.12841797,1.6542969,1
1.7827148,0.020507812,1.597168,1
1.7827148,0.084472656,1.5078125,1
1.9052734,0.13427734,1.5341797,1
1.8364258,0.0625,1.4858398,1
1.8212891,0.08251953,1.4443359,1
1.7338867,-0.0087890625,1.4223633,1
1.5991211,0.0024414062,1.3447266,1
1.6083984,-0.020996094,1.3696289,1
1.6420898,-0.07421875,1.3144531,1
1.6357422,-0.064941406,1.3803711,1
1.6508789,-0.049804688,1.3891602,1
1.6894531,-0.020996094,1.3676758,1
1.6445312,-0.0043945312,1.3520508,1
1.6342773,0.0546875,1.3378906,1
1.5986328,0.03466797,1.2924805,1
1.5664062,0.01171875,1.3012695,1
1.5839844,-0.033691406,1.2900391,1
1.5922852,-0.043945312,1.2666016,1
1.6000977,-0.033691406,1.230957,1
1.6044922,-0.052734375,1.1772461,1
1.6362305,-0.03466797,1.1459961,1
1.6030273,-0.026855469,1.1586914,1
1.5893555,-0.0107421875,1.1088867,1
1.6108398,0.0063476562,1.0712891,1
1.6459961,0.043945312,1.1108398,1
1.6674805,0.08154297,1.1416016,1
1.7446289,0.12597656,1.21875,1
1.8461914,0.19824219,1.2412109,1
1.8798828,0.18017578,1.2246094,1
1.9633789,0.17626953,1.1591797,1
2.1416016,0.18603516,1.090332,1
2.4111328,0.16259766,0.9995117,1
2.7192383,0.103515625,0.9116211,1
2.965332,0.0146484375,0.79248047,1
3.0458984,-0.07470703,0.7792969,1
3.053711,-0.14208984,0.7338867,1
3.0112305,-0.15673828,0.93896484,1
2.927246,-0.24169922,1.2993164,1
2.8291016,-0.37353516,1.5634766,1
2.633789,-0.44628906,1.6259766,1
2.4746094,-0.53271484,1.4287109,1
2.4072266,-0.5419922,1.2666016,1
2.5488281,-0.38623047,1.3759766,1
2.6689453,-0.15966797,1.4545898,1
2.4711914,-0.12597656,1.7246094,1
2.1713867,-0.2709961,1.9311523,1
1.8798828,-0.2763672,2.0175781,1
1.7270508,-0.32128906,2.1137695,1
1.6245117,-0.53027344,2.074707,1
1.6708984,-0.5209961,2.0424805,1
1.7734375,-0.4321289,1.9775391,1
1.8178711,-0.3232422,1.9306641,1
1.8325195,-0.25634766,1.894043,1
1.9692383,-0.140625,1.8774414,1
2.2299805,-0.0146484375,1.8647461,1
2.4829102,0.15478516,1.8261719,1
2.5566406,0.25439453,1.8422852,1
2.4394531,0.26220703,1.8476562,1
2.2426758,0.15136719,1.8144531,1
2.1767578,0.017578125,1.7910156,1
1.9658203,-0.10839844,1.7729492,1
1.8671875,-0.19091797,1.7138672,1
1.9511719,-0.17089844,1.7172852,1
1.8344727,-0.1928711,1.6191406,1
1.8828125,-0.1694336,1.6181641,1
1.8007812,-0.13378906,1.5825195,1
1.8554688,-0.06591797,1.6098633,1
1.6704102,0.00048828125,1.5371094,1
1.6933594,0.030273438,1.5698242,1
1.7475586,0.001953125,1.574707,1
1.5668945,-0.0053710938,1.5131836,1
1.5375977,-0.009277344,1.5175781,1
1.5136719,-0.014160156,1.4848633,1
1.5551758,-0.013671875,1.4741211,1
1.4882812,-0.036132812,1.4438477,1
1.4111328,-0.07128906,1.4555664,1
1.3808594,-0.07421875,1.3920898,1
1.4672852,-0.080566406,1.3710938,1
1.5869141,-0.07080078,1.3276367,1
1.6044922,-0.064453125,1.262207,1
1.6225586,-0.044921875,1.2265625,1
1.6020508,-0.043945312,1.1826172,1
1.5698242,-0.03857422,1.1308594,1
1.543457,0.013183594,1.0893555,1
1.5566406,-0.009277344,1.0322266,1
1.5800781,-0.015625,1.0048828,1
1.6855469,-0.06201172,0.98876953,1
1.7924805,-0.12792969,1.0112305,1
1.9902344,-0.23779297,1.0385742,1
2.1245117,-0.38085938,1.1206055,1
2.1879883,-0.53515625,1.1542969,1
2.1611328,-0.60302734,1.1625977,1
2.1816406,-0.5751953,1.128418,1
2.253418,-0.5336914,1.0756836,1
