"Interval_no","Peaks_Index","Peaks_value","Step_Side"
1,"Rpeaks[0]",79,"left"
1,"Rpeaks[1]",121,"right"
1,"Rpeaks[2]",160,"left"
1,"Rpeaks[3]",201,"right"
1,"Rpeaks[4]",243,"left"
1,"Rpeaks[5]",284,"right"
1,"Rpeaks[6]",323,"left"
1,"Rpeaks[7]",365,"right"
1,"Rpeaks[8]",408,"left"
1,"Rpeaks[9]",448,"right"
1,"Rpeaks[10]",489,"left"
1,"Rpeaks[11]",529,"right"
1,"Rpeaks[12]",570,"left"
1,"Rpeaks[13]",611,"right"
1,"Rpeaks[14]",651,"left"
1,"Rpeaks[15]",693,"right"
1,"Rpeaks[16]",735,"left"
1,"Rpeaks[17]",774,"right"
1,"Rpeaks[18]",817,"left"
1,"Rpeaks[19]",857,"right"
1,"Rpeaks[20]",897,"left"
1,"Rpeaks[21]",936,"right"
1,"Rpeaks[22]",978,"left"
1,"Rpeaks[23]",1019,"right"
1,"Rpeaks[24]",1059,"left"
1,"Rpeaks[25]",1100,"right"
1,"Rpeaks[26]",1141,"left"
1,"Rpeaks[27]",1181,"right"
1,"Rpeaks[28]",1223,"left"
1,"Rpeaks[29]",1263,"right"
1,"Rpeaks[30]",1307,"left"
1,"Rpeaks[31]",1347,"right"
1,"Rpeaks[32]",1388,"left"
1,"Rpeaks[33]",1429,"right"
1,"Rpeaks[34]",1472,"left"
1,"Rpeaks[35]",1512,"right"
1,"Rpeaks[36]",1551,"left"
1,"Rpeaks[37]",1591,"right"
1,"Rpeaks[38]",1632,"left"
1,"Rpeaks[39]",1671,"right"
1,"Rpeaks[40]",1711,"left"
1,"Rpeaks[41]",1752,"right"
1,"Rpeaks[42]",1795,"left"
1,"Rpeaks[43]",1835,"right"
1,"Rpeaks[44]",1876,"left"
1,"Rpeaks[45]",1917,"right"
1,"Rpeaks[46]",1958,"left"
1,"Rpeaks[47]",2000,"right"
1,"Rpeaks[48]",2039,"left"
1,"Rpeaks[49]",2080,"right"
1,"Rpeaks[50]",2122,"left"
1,"Rpeaks[51]",2163,"right"
1,"Rpeaks[52]",2203,"left"
1,"Rpeaks[53]",2244,"right"
1,"Rpeaks[54]",2285,"left"
1,"Rpeaks[55]",2325,"right"
1,"Rpeaks[56]",2367,"left"
1,"Rpeaks[57]",2407,"right"
1,"Rpeaks[58]",2448,"left"
1,"Rpeaks[59]",2490,"right"
1,"Rpeaks[60]",2531,"left"
1,"Rpeaks[61]",2571,"right"
1,"Rpeaks[62]",2616,"left"
1,"Rpeaks[63]",2654,"right"
1,"Rpeaks[64]",2696,"left"
1,"Rpeaks[65]",2735,"right"
1,"Rpeaks[66]",2775,"left"
1,"Rpeaks[67]",2816,"right"
1,"Rpeaks[68]",2857,"left"
1,"Rpeaks[69]",2899,"right"
1,"Rpeaks[70]",2938,"left"
2,"No Peaks","","right"
