0,19 
1,51 
2,83 
3,116 
4,149 
5,181 
6,213 
7,247 
8,279 
9,313 
10,344 
11,375 
12,408 
13,439 
14,470 
15,501 
16,534 
17,565 
18,598 
19,629 
20,662 
21,694 
22,726 
23,783 
24,833 
25,867 
26,907 
27,942 
28,976 
29,1009 
30,1072 
31,1108 
32,1142 
33,1179 
34,1212 
35,1246 
36,1278 
37,1309 
38,1340 
39,1399 
40,1430 
41,1461 
42,1492 
43,1523 
44,1555 
45,1586 
46,1617 
47,1648 
48,1679 
49,1710 
50,1771 
51,1830 
52,1862 
53,1893 
54,1924 
55,1955 
56,1988 
57,2020 
58,2051 
59,2083 
60,2115 
61,2147 
62,2178 
63,2210 
64,2242 
65,2302 
66,2333 
67,2365 
68,2396 
69,2427 
70,2459 
71,2490 
72,2521 
73,2556 
74,2589 
75,2624 
76,2659 
77,2720 
78,2757 
79,2793 
80,2831 
81,2868 
82,2904 
83,2940 
84,2973 
0,781 
1,834 
2,891 
3,948 
4,1009 
5,1040 
6,1071 
7,1131 
8,1190 
9,1222 
10,1253 
11,1312 
12,1369 
13,1427 
14,1485 
15,1542 
16,1573 
17,1604 
18,1666 
19,1698 
20,1729 
21,1762 
22,1793 
23,1825 
24,1856 
25,1891 
26,1924 
27,1984 
28,2018 
29,2077 
30,2110 
31,2172 
32,2233 
33,2293 
34,2324 
35,2384 
36,2415 
37,2478 
38,2540 
39,2571 
40,2605 
41,2636 
42,2669 
43,2700 
44,2731 
45,2795 
46,2856 
47,2918 
48,2981 
