"Interval_no","Peaks_Index","Peaks_value"
1,"Rpeaks[0]",41
1,"Rpeaks[1]",56
1,"Rpeaks[2]",85
1,"Rpeaks[3]",97
1,"Rpeaks[4]",128
1,"Rpeaks[5]",144
1,"Rpeaks[6]",172
1,"Rpeaks[7]",217
1,"Rpeaks[8]",233
1,"Rpeaks[9]",262
1,"Rpeaks[10]",305
1,"Rpeaks[11]",320
1,"Rpeaks[12]",348
1,"Rpeaks[13]",392
1,"Rpeaks[14]",408
1,"Rpeaks[15]",435
1,"Rpeaks[16]",481
1,"Rpeaks[17]",496
1,"Rpeaks[18]",525
1,"Rpeaks[19]",538
1,"Rpeaks[20]",570
1,"Rpeaks[21]",585
1,"Rpeaks[22]",615
1,"Rpeaks[23]",658
1,"Rpeaks[24]",675
1,"Rpeaks[25]",703
1,"Rpeaks[26]",749
1,"Rpeaks[27]",765
1,"Rpeaks[28]",794
1,"Rpeaks[29]",838
1,"Rpeaks[30]",854
1,"Rpeaks[31]",883
1,"Rpeaks[32]",927
1,"Rpeaks[33]",942
1,"Rpeaks[34]",970
1,"Rpeaks[35]",1014
1,"Rpeaks[36]",1029
1,"Rpeaks[37]",1059
1,"Rpeaks[38]",1072
1,"Rpeaks[39]",1103
1,"Rpeaks[40]",1120
1,"Rpeaks[41]",1148
1,"Rpeaks[42]",1160
1,"Rpeaks[43]",1194
1,"Rpeaks[44]",1235
1,"Rpeaks[45]",1247
1,"Rpeaks[46]",1280
1,"Rpeaks[47]",1296
1,"Rpeaks[48]",1326
1,"Rpeaks[49]",1370
1,"Rpeaks[50]",1387
1,"Rpeaks[51]",1416
1,"Rpeaks[52]",1427
1,"Rpeaks[53]",1459
1,"Rpeaks[54]",1474
1,"Rpeaks[55]",1503
1,"Rpeaks[56]",1548
1,"Rpeaks[57]",1563
1,"Rpeaks[58]",1591
1,"Rpeaks[59]",1635
1,"Rpeaks[60]",1649
1,"Rpeaks[61]",1679
1,"Rpeaks[62]",1723
1,"Rpeaks[63]",1764
1,"Rpeaks[64]",1809
1,"Rpeaks[65]",1851
1,"Rpeaks[66]",1894
1,"Rpeaks[67]",1908
1,"Rpeaks[68]",1937
1,"Rpeaks[69]",1981
1,"Rpeaks[70]",2024
1,"Rpeaks[71]",2068
1,"Rpeaks[72]",2082
1,"Rpeaks[73]",2111
1,"Rpeaks[74]",2156
1,"Rpeaks[75]",2199
1,"Rpeaks[76]",2241
1,"Rpeaks[77]",2281
1,"Rpeaks[78]",2325
1,"Rpeaks[79]",2339
1,"Rpeaks[80]",2365
1,"Rpeaks[81]",2412
1,"Rpeaks[82]",2453
1,"Rpeaks[83]",2497
1,"Rpeaks[84]",2538
1,"Rpeaks[85]",2582
1,"Rpeaks[86]",2597
1,"Rpeaks[87]",2625
1,"Rpeaks[88]",2669
1,"Rpeaks[89]",2711
1,"Rpeaks[90]",2755
1,"Rpeaks[91]",2771
1,"Rpeaks[92]",2798
1,"Rpeaks[93]",2841
1,"Rpeaks[94]",2856
1,"Rpeaks[95]",2885
1,"Rpeaks[96]",2929
1,"Rpeaks[97]",2945
