"x","y","z","interval_no","pause/unpause","data_sample_no","packet_no","App_Interval_no","RunType"
2.7875977,0.22509766,0.89746094,1,0,1,1,1,4
2.2763672,0.35498047,0.9550781,1,0,2,1,1,4
1.8686523,0.4086914,0.89941406,1,0,3,1,1,4
1.4663086,0.34033203,1.1240234,1,0,4,1,1,4
0.7807617,0.1484375,1.3515625,1,0,5,1,1,4
0.23144531,0.14404297,1.5605469,1,0,6,1,1,4
-0.37060547,0.079589844,1.7817383,1,0,7,1,1,4
-0.98876953,-0.09423828,1.5610352,1,0,8,1,1,4
-1.4770508,-0.11816406,1.2661133,1,0,9,1,1,4
-1.5019531,-0.091308594,0.6875,1,0,10,1,1,4
-0.82421875,-0.39208984,0.59521484,1,0,11,1,1,4
0.030761719,-0.61328125,1.1044922,1,0,12,1,1,4
0.71435547,-0.6772461,1.6328125,1,0,13,1,1,4
0.92822266,-0.5283203,1.8955078,1,0,14,1,1,4
0.64453125,-0.09033203,1.8701172,1,0,15,1,1,4
0.34277344,0.38232422,1.7851562,1,0,16,1,1,4
0.15673828,0.62646484,1.6142578,1,0,17,1,1,4
0.29052734,0.6357422,1.4067383,1,0,18,1,1,4
0.62158203,0.50439453,1.9624023,1,0,19,2,1,4
1.3774414,0.38964844,3.1855469,1,0,20,2,1,4
2.3261719,0.65771484,5.708496,1,0,21,2,1,4
0.48242188,0.9448242,4.9331055,1,0,22,2,1,4
0.7446289,3.525879,1.1435547,1,0,23,2,1,4
1.9697266,3.418457,-0.36132812,1,0,24,2,1,4
3.834961,-0.20996094,0.3256836,1,0,25,2,1,4
4.4155273,-3.1367188,1.8066406,1,0,26,2,1,4
5.1967773,-3.9199219,2.0029297,1,0,27,2,1,4
5.4228516,-2.4086914,1.8051758,1,0,28,2,1,4
4.970215,-0.9511719,2.2675781,1,0,29,2,1,4
4.4072266,0.67871094,1.9423828,1,0,30,2,1,4
3.8183594,1.2431641,1.5141602,1,0,31,2,1,4
3.1225586,1.0073242,1.7480469,1,0,32,2,1,4
