"Interval_no","Peaks_Index","Peaks_value"
1,"Rpeaks[0]",106
1,"Rpeaks[1]",142
1,"Rpeaks[2]",174
1,"Rpeaks[3]",211
1,"Rpeaks[4]",247
1,"Rpeaks[5]",282
1,"Rpeaks[6]",318
1,"Rpeaks[7]",356
1,"Rpeaks[8]",393
1,"Rpeaks[9]",428
1,"Rpeaks[10]",466
1,"Rpeaks[11]",500
1,"Rpeaks[12]",538
1,"Rpeaks[13]",575
1,"Rpeaks[14]",608
1,"Rpeaks[15]",644
1,"Rpeaks[16]",680
1,"Rpeaks[17]",717
1,"Rpeaks[18]",754
1,"Rpeaks[19]",787
1,"Rpeaks[20]",824
1,"Rpeaks[21]",859
1,"Rpeaks[22]",897
1,"Rpeaks[23]",931
1,"Rpeaks[24]",969
1,"Rpeaks[25]",1007
1,"Rpeaks[26]",1041
1,"Rpeaks[27]",1076
1,"Rpeaks[28]",1115
1,"Rpeaks[29]",1149
1,"Rpeaks[30]",1187
1,"Rpeaks[31]",1225
1,"Rpeaks[32]",1259
1,"Rpeaks[33]",1293
1,"Rpeaks[34]",1331
1,"Rpeaks[35]",1367
1,"Rpeaks[36]",1404
1,"Rpeaks[37]",1440
1,"Rpeaks[38]",1478
1,"Rpeaks[39]",1513
1,"Rpeaks[40]",1550
1,"Rpeaks[41]",1587
1,"Rpeaks[42]",1624
1,"Rpeaks[43]",1661
1,"Rpeaks[44]",1696
1,"Rpeaks[45]",1730
1,"Rpeaks[46]",1768
1,"Rpeaks[47]",1803
1,"Rpeaks[48]",1841
1,"Rpeaks[49]",1877
1,"Rpeaks[50]",1914
1,"Rpeaks[51]",1951
1,"Rpeaks[52]",1987
1,"Rpeaks[53]",2025
1,"Rpeaks[54]",2059
1,"Rpeaks[55]",2094
1,"Rpeaks[56]",2131
1,"Rpeaks[57]",2166
1,"Rpeaks[58]",2204
1,"Rpeaks[59]",2242
1,"Rpeaks[60]",2275
1,"Rpeaks[61]",2310
1,"Rpeaks[62]",2349
1,"Rpeaks[63]",2383
1,"Rpeaks[64]",2421
1,"Rpeaks[65]",2456
1,"Rpeaks[66]",2494
1,"Rpeaks[67]",2529
1,"Rpeaks[68]",2569
1,"Rpeaks[69]",2602
1,"Rpeaks[70]",2640
1,"Rpeaks[71]",2675
1,"Rpeaks[72]",2713
1,"Rpeaks[73]",2748
1,"Rpeaks[74]",2788
1,"Rpeaks[75]",2825
1,"Rpeaks[76]",2859
1,"Rpeaks[77]",2897
1,"Rpeaks[78]",2931
1,"Rpeaks[79]",2969
